Region,Descripcion,Periodo_2023,Periodo_2024,Porcentaje_variacion
,    5. Delitos contra la libertad sexual,41.0,68.0,65.9
,    5.1.-Agresion sexual con penetracion,7.0,11.0,57.1
,    5.2.-Resto de delitos contra la libertad sexual,34.0,57.0,67.6
,    6. Robos con violencia e intimidacion,245.0,249.0,1.6
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,562.0,382.0
,    7.1.-Robos con fuerza en domicilios,314.0,275.0,-12.4
,    8. Hurtos,1802.0,1646.0,-8.7
,    9. Sustracciones de vehÃ­culos,122.0,114.0,-6.6
,    10. TrÃ¡fico de drogas,78.0,55.0,-29.5
,    11. Resto de criminalidad convencional,2826.0,2746.0,-2.8
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),970.0,1075.0,10.8
,    12.-Estafas informÃ¡ticas,824.0,851.0,3.3
,    13.-Otros ciberdelitos,146.0,224.0,53.4
,    III. TOTAL INFRACCIONES PENALES,6723.0,6429.0,-4.4
San Javier,    I. CRIMINALIDAD CONVENCIONAL,508.0,503.0,-1.0
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,1.0,0.0,-100.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,3.0,6.0,100.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,5.0,1.0,-80.0
,    5.1.-Agresion sexual con penetracion,0.0,0.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,5.0,1.0,-80.0
,    6. Robos con violencia e intimidacion,11.0,5.0,-54.5
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,44.0,73.0
,    7.1.-Robos con fuerza en domicilios,31.0,61.0,96.8
,    8. Hurtos,192.0,158.0,-17.7
,    9. Sustracciones de vehÃ­culos,6.0,3.0,-50.0
,    10. TrÃ¡fico de drogas,1.0,1.0,0.0
,    11. Resto de criminalidad convencional,245.0,256.0,4.5
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),47.0,74.0,57.4
,    12.-Estafas informÃ¡ticas,43.0,62.0,44.2
,    13.-Otros ciberdelitos,4.0,12.0,200.0
,    III. TOTAL INFRACCIONES PENALES,555.0,577.0,4.0
San Pedro del Pinatar,    I. CRIMINALIDAD CONVENCIONAL,309.0,348.0,12.6
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,3.0,100.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,0.0,5.0,100.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,1.0,4.0,300.0
,    5.1.-Agresion sexual con penetracion,0.0,1.0,100.0
,    5.2.-Resto de delitos contra la libertad sexual,1.0,3.0,200.0
,    6. Robos con violencia e intimidacion,9.0,9.0,0.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,23.0,43.0
,    7.1.-Robos con fuerza en domicilios,17.0,41.0,141.2
,    8. Hurtos,119.0,113.0,-5.0
,    9. Sustracciones de vehÃ­culos,3.0,3.0,0.0
,    10. TrÃ¡fico de drogas,1.0,0.0,-100.0
,    11. Resto de criminalidad convencional,153.0,168.0,9.8
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),50.0,61.0,22.0
,    12.-Estafas informÃ¡ticas,43.0,54.0,25.6
,    13.-Otros ciberdelitos,7.0,7.0,0.0
,    III. TOTAL INFRACCIONES PENALES,359.0,409.0,13.9
Torre-Pacheco,    I. CRIMINALIDAD CONVENCIONAL,408.0,418.0,2.5
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,1.0,100.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,2.0,3.0,50.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,4.0,1.0,-75.0
,    5.1.-Agresion sexual con penetracion,0.0,0.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,4.0,1.0,-75.0
,    6. Robos con violencia e intimidacion,15.0,15.0,0.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,51.0,49.0
,    7.1.-Robos con fuerza en domicilios,29.0,27.0,-6.9
,    8. Hurtos,90.0,75.0,-16.7
,    9. Sustracciones de vehÃ­culos,11.0,8.0,-27.3
,    10. TrÃ¡fico de drogas,1.0,0.0,-100.0
,    11. Resto de criminalidad convencional,234.0,266.0,13.7
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),66.0,70.0,6.1
,    12.-Estafas informÃ¡ticas,55.0,63.0,14.5
,    13.-Otros ciberdelitos,11.0,7.0,-36.4
,    III. TOTAL INFRACCIONES PENALES,474.0,488.0,3.0
Torres de Cotillas (Las),    I. CRIMINALIDAD CONVENCIONAL,199.0,179.0,-10.1
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,1.0,3.0,200.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,2.0,0.0,-100.0
,    5.1.-Agresion sexual con penetracion,0.0,0.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,2.0,0.0,-100.0
,    6. Robos con violencia e intimidacion,4.0,2.0,-50.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,31.0,34.0
,    7.1.-Robos con fuerza en domicilios,25.0,30.0,20.0
,    8. Hurtos,42.0,25.0,-40.5
,    9. Sustracciones de vehÃ­culos,2.0,0.0,-100.0
,    10. TrÃ¡fico de drogas,0.0,3.0,100.0
,    11. Resto de criminalidad convencional,117.0,112.0,-4.3
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),28.0,68.0,142.9
,    12.-Estafas informÃ¡ticas,24.0,65.0,170.8
,    13.-Otros ciberdelitos,4.0,3.0,-25.0
,    III. TOTAL INFRACCIONES PENALES,227.0,247.0,8.8
Totana,    I. CRIMINALIDAD CONVENCIONAL,331.0,308.0,-6.9
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,1.0,0.0,-100.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,22.0,11.0,-50.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,17.0,11.0,-35.3
,    5.1.-Agresion sexual con penetracion,1.0,2.0,100.0
,    5.2.-Resto de delitos contra la libertad sexual,16.0,9.0,-43.8
,    6. Robos con violencia e intimidacion,17.0,14.0,-17.6
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,22.0,31.0
,    7.1.-Robos con fuerza en domicilios,19.0,25.0,31.6
,    8. Hurtos,75.0,54.0,-28.0
,    9. Sustracciones de vehÃ­culos,5.0,1.0,-80.0
,    10. TrÃ¡fico de drogas,1.0,0.0,-100.0
,    11. Resto de criminalidad convencional,171.0,186.0,8.8
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),69.0,70.0,1.4
,    12.-Estafas informÃ¡ticas,49.0,64.0,30.6
,    13.-Otros ciberdelitos,20.0,6.0,-70.0
,    III. TOTAL INFRACCIONES PENALES,400.0,378.0,-5.5
La UniI³n,    I. CRIMINALIDAD CONVENCIONAL,150.0,169.0,12.7
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,3.0,1.0,-66.7
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,1.0,2.0,100.0
,    5.1.-Agresion sexual con penetracion,0.0,0.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,1.0,2.0,100.0
,    6. Robos con violencia e intimidacion,2.0,4.0,100.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,7.0,9.0
,    7.1.-Robos con fuerza en domicilios,5.0,8.0,60.0
,    8. Hurtos,30.0,54.0,80.0
,    9. Sustracciones de vehÃ­culos,3.0,2.0,-33.3
,    10. TrÃ¡fico de drogas,1.0,2.0,100.0
,    11. Resto de criminalidad convencional,103.0,95.0,-7.8
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),37.0,66.0,78.4
,    12.-Estafas informÃ¡ticas,30.0,56.0,86.7
,    13.-Otros ciberdelitos,7.0,10.0,42.9
,    III. TOTAL INFRACCIONES PENALES,187.0,235.0,25.7
Yecla,    I. CRIMINALIDAD CONVENCIONAL,163.0,149.0,-8.6
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,2.0,4.0,100.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,0.0,1.0,100.0
,    5.1.-Agresion sexual con penetracion,0.0,0.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,0.0,1.0,100.0
,    6. Robos con violencia e intimidacion,0.0,3.0,100.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,27.0,23.0
,    7.1.-Robos con fuerza en domicilios,25.0,20.0,-20.0
,    8. Hurtos,16.0,29.0,81.3
,    9. Sustracciones de vehÃ­culos,0.0,4.0,100.0
,    10. TrÃ¡fico de drogas,1.0,0.0,-100.0
,    11. Resto de criminalidad convencional,117.0,85.0,-27.4
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),60.0,64.0,6.7
,    12.-Estafas informÃ¡ticas,55.0,58.0,5.5
,    13.-Otros ciberdelitos,5.0,6.0,20.0
,    III. TOTAL INFRACCIONES PENALES,223.0,213.0,-4.5
NAVARRA (COMUNIDAD FORAL DE),    I. CRIMINALIDAD CONVENCIONAL,6182.0,6649.0,7.6
,    1. Homicidios dolosos y asesinatos consumados,1.0,0.0,-100.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,5.0,3.0,-40.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,80.0,90.0,12.5
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,86.0,92.0,7.0
,    5.1.-Agresion sexual con penetracion,19.0,10.0,-47.4
,    5.2.-Resto de delitos contra la libertad sexual,67.0,82.0,22.4
,    6. Robos con violencia e intimidacion,98.0,89.0,-9.2
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,415.0,366.0
,    7.1.-Robos con fuerza en domicilios,268.0,232.0,-13.4
,    8. Hurtos,1687.0,1585.0,-6.0
,    9. Sustracciones de vehÃ­culos,40.0,32.0,-20.0
,    10. TrÃ¡fico de drogas,35.0,50.0,42.9
,    11. Resto de criminalidad convencional,3735.0,4342.0,16.3
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),1883.0,1772.0,-5.9
,    12.-Estafas informÃ¡ticas,1672.0,1553.0,-7.1
,    13.-Otros ciberdelitos,211.0,219.0,3.8
,    III. TOTAL INFRACCIONES PENALES,8065.0,8421.0,4.4
Burlada/Burlata,    I. CRIMINALIDAD CONVENCIONAL,119.0,150.0,26.1
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,2.0,2.0,0.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,3.0,3.0,0.0
,    5.1.-Agresion sexual con penetracion,2.0,0.0,-100.0
,    5.2.-Resto de delitos contra la libertad sexual,1.0,3.0,200.0
,    6. Robos con violencia e intimidacion,2.0,4.0,100.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,10.0,9.0
,    7.1.-Robos con fuerza en domicilios,9.0,6.0,-33.3
,    8. Hurtos,28.0,22.0,-21.4
,    9. Sustracciones de vehÃ­culos,1.0,0.0,-100.0
,    10. TrÃ¡fico de drogas,1.0,0.0,-100.0
,    11. Resto de criminalidad convencional,72.0,110.0,52.8
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),24.0,31.0,29.2
,    12.-Estafas informÃ¡ticas,22.0,24.0,9.1
,    13.-Otros ciberdelitos,2.0,7.0,250.0
,    III. TOTAL INFRACCIONES PENALES,143.0,181.0,26.6
Pamplona/IruI±a,    I. CRIMINALIDAD CONVENCIONAL,2685.0,2735.0,1.9
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,1.0,0.0,-100.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,18.0,32.0,77.8
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,51.0,41.0,-19.6
,    5.1.-Agresion sexual con penetracion,9.0,5.0,-44.4
,    5.2.-Resto de delitos contra la libertad sexual,42.0,36.0,-14.3
,    6. Robos con violencia e intimidacion,59.0,45.0,-23.7
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,66.0,82.0
,    7.1.-Robos con fuerza en domicilios,36.0,51.0,41.7
,    8. Hurtos,1015.0,915.0,-9.9
,    9. Sustracciones de vehÃ­culos,10.0,13.0,30.0
,    10. TrÃ¡fico de drogas,22.0,22.0,0.0
,    11. Resto de criminalidad convencional,1443.0,1585.0,9.8
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),669.0,670.0,0.1
,    12.-Estafas informÃ¡ticas,586.0,601.0,2.6
,    13.-Otros ciberdelitos,83.0,69.0,-16.9
,    III. TOTAL INFRACCIONES PENALES,3354.0,3405.0,1.5
Tudela,    I. CRIMINALIDAD CONVENCIONAL,531.0,603.0,13.6
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,2.0,0.0,-100.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,15.0,6.0,-60.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,4.0,10.0,150.0
,    5.1.-Agresion sexual con penetracion,2.0,2.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,2.0,8.0,300.0
,    6. Robos con violencia e intimidacion,16.0,16.0,0.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,61.0,30.0
,    7.1.-Robos con fuerza en domicilios,39.0,21.0,-46.2
,    8. Hurtos,118.0,154.0,30.5
,    9. Sustracciones de vehÃ­culos,3.0,3.0,0.0
,    10. TrÃ¡fico de drogas,1.0,4.0,300.0
,    11. Resto de criminalidad convencional,311.0,380.0,22.2
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),68.0,61.0,-10.3
,    12.-Estafas informÃ¡ticas,59.0,58.0,-1.7
,    13.-Otros ciberdelitos,9.0,3.0,-66.7
,    III. TOTAL INFRACCIONES PENALES,599.0,664.0,10.9
Valle de EgI¼Ies/Eguesibar,    I. CRIMINALIDAD CONVENCIONAL,130.0,137.0,5.4
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,3.0,1.0,-66.7
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,4.0,3.0,-25.0
,    5.1.-Agresion sexual con penetracion,1.0,0.0,-100.0
,    5.2.-Resto de delitos contra la libertad sexual,3.0,3.0,0.0
,    6. Robos con violencia e intimidacion,1.0,3.0,200.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,26.0,13.0
,    7.1.-Robos con fuerza en domicilios,25.0,13.0,-48.0
,    8. Hurtos,22.0,18.0,-18.2
,    9. Sustracciones de vehÃ­culos,3.0,2.0,-33.3
,    10. TrÃ¡fico de drogas,0.0,0.0,0.0
,    11. Resto de criminalidad convencional,71.0,97.0,36.6
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),57.0,60.0,5.3
,    12.-Estafas informÃ¡ticas,43.0,50.0,16.3
,    13.-Otros ciberdelitos,14.0,10.0,-28.6
,    III. TOTAL INFRACCIONES PENALES,187.0,197.0,5.3
PAIS VASCO,    I. CRIMINALIDAD CONVENCIONAL,20128.0,19690.0,-2.2
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,8.0,15.0,87.5
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,333.0,429.0,28.8
,    4. Secuestro,1.0,1.0,0.0
,    5. Delitos contra la libertad sexual,160.0,231.0,44.4
,    5.1.-Agresion sexual con penetracion,54.0,75.0,38.9
,    5.2.-Resto de delitos contra la libertad sexual,106.0,156.0,47.2
,    6. Robos con violencia e intimidacion,435.0,440.0,1.1
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,1754.0,1328.0
,    7.1.-Robos con fuerza en domicilios,1042.0,835.0,-19.9
,    8. Hurtos,7950.0,7413.0,-6.8
,    9. Sustracciones de vehÃ­culos,155.0,162.0,4.5
,    10. TrÃ¡fico de drogas,169.0,194.0,14.8
,    11. Resto de criminalidad convencional,9163.0,9477.0,3.4
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),6284.0,7191.0,14.4
,    12.-Estafas informÃ¡ticas,5532.0,6494.0,17.4
,    13.-Otros ciberdelitos,752.0,697.0,-7.3
,    III. TOTAL INFRACCIONES PENALES,26412.0,26881.0,1.8
Provincia de ARABA/ILAVA,    I. CRIMINALIDAD CONVENCIONAL,2484.0,2590.0,4.3
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,1.0,2.0,100.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,31.0,61.0,96.8
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,15.0,41.0,173.3
,    5.1.-Agresion sexual con penetracion,7.0,12.0,71.4
,    5.2.-Resto de delitos contra la libertad sexual,8.0,29.0,262.5
,    6. Robos con violencia e intimidacion,18.0,31.0,72.2
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,189.0,124.0
,    7.1.-Robos con fuerza en domicilios,129.0,80.0,-38.0
,    8. Hurtos,929.0,849.0,-8.6
,    9. Sustracciones de vehÃ­culos,12.0,9.0,-25.0
,    10. TrÃ¡fico de drogas,44.0,29.0,-34.1
,    11. Resto de criminalidad convencional,1245.0,1444.0,16.0
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),1062.0,1247.0,17.4
,    12.-Estafas informÃ¡ticas,921.0,1130.0,22.7
,    13.-Otros ciberdelitos,141.0,117.0,-17.0
,    III. TOTAL INFRACCIONES PENALES,3546.0,3837.0,8.2
Vitoria-Gasteiz,    I. CRIMINALIDAD CONVENCIONAL,1878.0,2044.0,8.8
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,1.0,2.0,100.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,26.0,44.0,69.2
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,10.0,38.0,280.0
,    5.1.-Agresion sexual con penetracion,5.0,11.0,120.0
,    5.2.-Resto de delitos contra la libertad sexual,5.0,27.0,440.0
,    6. Robos con violencia e intimidacion,18.0,30.0,66.7
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,87.0,67.0
,    7.1.-Robos con fuerza en domicilios,58.0,43.0,-25.9
,    8. Hurtos,806.0,763.0,-5.3
,    9. Sustracciones de vehÃ­culos,10.0,8.0,-20.0
,    10. TrÃ¡fico de drogas,34.0,17.0,-50.0
,    11. Resto de criminalidad convencional,886.0,1075.0,21.3
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),848.0,1009.0,19.0
,    12.-Estafas informÃ¡ticas,740.0,914.0,23.5
,    13.-Otros ciberdelitos,108.0,95.0,-12.0
,    III. TOTAL INFRACCIONES PENALES,2726.0,3053.0,12.0
Provincia de GIPUZKOA,    I. CRIMINALIDAD CONVENCIONAL,6104.0,5995.0,-1.8
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,1.0,6.0,500.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,148.0,201.0,35.8
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,58.0,83.0,43.1
,    5.1.-Agresion sexual con penetracion,15.0,26.0,73.3
,    5.2.-Resto de delitos contra la libertad sexual,43.0,57.0,32.6
,    6. Robos con violencia e intimidacion,114.0,115.0,0.9
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,685.0,533.0
,    7.1.-Robos con fuerza en domicilios,370.0,316.0,-14.6
,    8. Hurtos,2025.0,1851.0,-8.6
,    9. Sustracciones de vehÃ­culos,61.0,51.0,-16.4
,    10. TrÃ¡fico de drogas,69.0,85.0,23.2
,    11. Resto de criminalidad convencional,2943.0,3070.0,4.3
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),1912.0,2153.0,12.6
,    12.-Estafas informÃ¡ticas,1685.0,1939.0,15.1
,    13.-Otros ciberdelitos,227.0,214.0,-5.7
,    III. TOTAL INFRACCIONES PENALES,8016.0,8148.0,1.6
Arrasate/MondragI³n,    I. CRIMINALIDAD CONVENCIONAL,135.0,141.0,4.4
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,1.0,100.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,4.0,6.0,50.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,2.0,4.0,100.0
,    5.1.-Agresion sexual con penetracion,0.0,1.0,100.0
,    5.2.-Resto de delitos contra la libertad sexual,2.0,3.0,50.0
,    6. Robos con violencia e intimidacion,2.0,2.0,0.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,14.0,10.0
,    7.1.-Robos con fuerza en domicilios,7.0,6.0,-14.3
,    8. Hurtos,43.0,45.0,4.7
,    9. Sustracciones de vehÃ­culos,2.0,1.0,-50.0
,    10. TrÃ¡fico de drogas,4.0,3.0,-25.0
,    11. Resto de criminalidad convencional,64.0,69.0,7.8
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),72.0,59.0,-18.1
,    12.-Estafas informÃ¡ticas,65.0,54.0,-16.9
,    13.-Otros ciberdelitos,7.0,5.0,-28.6
,    III. TOTAL INFRACCIONES PENALES,207.0,200.0,-3.4
Donostia/San SebastiI¡n,    I. CRIMINALIDAD CONVENCIONAL,1869.0,1955.0,4.6
