
Balance de criminalidad. 2024 - 1er Trimestre - Capitales de provincia, municipios mayores de 20.000 habitantes e islas
Indicadores de seguridad 2024 - 1er Trimestre por geografía,  tipología penal y periodos.
Unidades: Hechos conocidos. Variación porcentual

,enero-marzo 2023,enero-marzo 2024,Variación % 2024/2023,
    9. Sustracciones de vehículos,5.0,5.0,0.0,
    10. Tráfico de drogas,9.0,9.0,0.0,
    11. Resto de criminalidad convencional,297.0,361.0,21.5,
    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),166.0,208.0,25.3,
    12.-Estafas informáticas,136.0,167.0,22.8,
    13.-Otros ciberdelitos,30.0,41.0,36.7,
    III. TOTAL INFRACCIONES PENALES,658.0,820.0,24.6,
06153 Villanueva de la Serena,
    I. CRIMINALIDAD CONVENCIONAL,185.0,155.0,-16.2,
    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0,
    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,1.0,100.0,
    3. Delitos graves y menos graves de lesiones y riña tumultuaria,2.0,1.0,-50.0,
    4. Secuestro,0.0,0.0,0.0,
    5. Delitos contra la libertad sexual,2.0,0.0,-100.0,
    5.1.-Agresión sexual con penetración,0.0,0.0,0.0,
    5.2.-Resto de delitos contra la libertad sexual,2.0,0.0,-100.0,
    6. Robos con violencia e intimidación,2.0,1.0,-50.0,
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,17.0,16.0,-5.9,
    7.1.-Robos con fuerza en domicilios,8.0,11.0,37.5,
    8. Hurtos,47.0,41.0,-12.8,
    9. Sustracciones de vehículos,0.0,1.0,100.0,
    10. Tráfico de drogas,1.0,1.0,0.0,
    11. Resto de criminalidad convencional,114.0,93.0,-18.4,
    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),51.0,46.0,-9.8,
    12.-Estafas informáticas,42.0,37.0,-11.9,
    13.-Otros ciberdelitos,9.0,9.0,0.0,
    III. TOTAL INFRACCIONES PENALES,236.0,201.0,-14.8,
Provincia de CÁCERES,
    I. CRIMINALIDAD CONVENCIONAL,1996.0,1998.0,0.1,
    1. Homicidios dolosos y asesinatos consumados,0.0,1.0,100.0,
    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0,
    3. Delitos graves y menos graves de lesiones y riña tumultuaria,27.0,26.0,-3.7,
    4. Secuestro,0.0,0.0,0.0,
    5. Delitos contra la libertad sexual,23.0,17.0,-26.1,
    5.1.-Agresión sexual con penetración,6.0,2.0,-66.7,
    5.2.-Resto de delitos contra la libertad sexual,17.0,15.0,-11.8,
    6. Robos con violencia e intimidación,21.0,13.0,-38.1,
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,125.0,136.0,8.8,
    7.1.-Robos con fuerza en domicilios,76.0,99.0,30.3,
    8. Hurtos,453.0,430.0,-5.1,
    9. Sustracciones de vehículos,6.0,10.0,66.7,
    10. Tráfico de drogas,17.0,25.0,47.1,
    11. Resto de criminalidad convencional,1324.0,1340.0,1.2,
    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),807.0,657.0,-18.6,
    12.-Estafas informáticas,710.0,531.0,-25.2,
    13.-Otros ciberdelitos,97.0,126.0,29.9,
    III. TOTAL INFRACCIONES PENALES,2803.0,2655.0,-5.3,
10037 Cáceres,
    I. CRIMINALIDAD CONVENCIONAL,588.0,555.0,-5.6,
    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0,
    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0,
    3. Delitos graves y menos graves de lesiones y riña tumultuaria,8.0,9.0,12.5,
    4. Secuestro,0.0,0.0,0.0,
    5. Delitos contra la libertad sexual,7.0,8.0,14.3,
    5.1.-Agresión sexual con penetración,1.0,2.0,100.0,
    5.2.-Resto de delitos contra la libertad sexual,6.0,6.0,0.0,
    6. Robos con violencia e intimidación,16.0,8.0,-50.0,
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,43.0,36.0,-16.3,
    7.1.-Robos con fuerza en domicilios,22.0,20.0,-9.1,
    8. Hurtos,186.0,130.0,-30.1,
    9. Sustracciones de vehículos,2.0,5.0,150.0,
    10. Tráfico de drogas,10.0,7.0,-30.0,
    11. Resto de criminalidad convencional,316.0,352.0,11.4,
    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),245.0,232.0,-5.3,
    12.-Estafas informáticas,217.0,187.0,-13.8,
    13.-Otros ciberdelitos,28.0,45.0,60.7,
    III. TOTAL INFRACCIONES PENALES,833.0,787.0,-5.5,
10148 Plasencia,
    I. CRIMINALIDAD CONVENCIONAL,283.0,277.0,-2.1,
    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0,
    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0,
    3. Delitos graves y menos graves de lesiones y riña tumultuaria,6.0,2.0,-66.7,
    4. Secuestro,0.0,0.0,0.0,
    5. Delitos contra la libertad sexual,1.0,1.0,0.0,
    5.1.-Agresión sexual con penetración,0.0,0.0,0.0,
    5.2.-Resto de delitos contra la libertad sexual,1.0,1.0,0.0,
    6. Robos con violencia e intimidación,2.0,0.0,-100.0,
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,18.0,17.0,-5.6,
    7.1.-Robos con fuerza en domicilios,12.0,11.0,-8.3,
    8. Hurtos,85.0,103.0,21.2,
    9. Sustracciones de vehículos,3.0,2.0,-33.3,
    10. Tráfico de drogas,1.0,3.0,200.0,
    11. Resto de criminalidad convencional,167.0,149.0,-10.8,
    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),95.0,88.0,-7.4,
    12.-Estafas informáticas,90.0,74.0,-17.8,
    13.-Otros ciberdelitos,5.0,14.0,180.0,
    III. TOTAL INFRACCIONES PENALES,378.0,365.0,-3.4,
GALICIA,
    I. CRIMINALIDAD CONVENCIONAL,17485.0,17287.0,-1.1,
    1. Homicidios dolosos y asesinatos consumados,3.0,5.0,66.7,
    2. Homicidios dolosos y asesinatos en grado tentativa,13.0,8.0,-38.5,
    3. Delitos graves y menos graves de lesiones y riña tumultuaria,270.0,271.0,0.4,
    4. Secuestro,2.0,0.0,-100.0,
    5. Delitos contra la libertad sexual,190.0,191.0,0.5,
    5.1.-Agresión sexual con penetración,43.0,55.0,27.9,
    5.2.-Resto de delitos contra la libertad sexual,147.0,136.0,-7.5,
    6. Robos con violencia e intimidación,256.0,241.0,-5.9,
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,1226.0,1199.0,-2.2,
    7.1.-Robos con fuerza en domicilios,654.0,648.0,-0.9,
    8. Hurtos,4890.0,4779.0,-2.3,
    9. Sustracciones de vehículos,137.0,131.0,-4.4,
    10. Tráfico de drogas,120.0,123.0,2.5,
    11. Resto de criminalidad convencional,10378.0,10339.0,-0.4,
    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),4864.0,5771.0,18.6,
    12.-Estafas informáticas,4116.0,4941.0,20.0,
    13.-Otros ciberdelitos,748.0,830.0,11.0,
    III. TOTAL INFRACCIONES PENALES,22349.0,23058.0,3.2,
Provincia de CORUÑA (A),
    I. CRIMINALIDAD CONVENCIONAL,7927.0,7897.0,-0.4,
    1. Homicidios dolosos y asesinatos consumados,2.0,2.0,0.0,
    2. Homicidios dolosos y asesinatos en grado tentativa,5.0,3.0,-40.0,
    3. Delitos graves y menos graves de lesiones y riña tumultuaria,112.0,76.0,-32.1,
    4. Secuestro,1.0,0.0,-100.0,
    5. Delitos contra la libertad sexual,81.0,79.0,-2.5,
    5.1.-Agresión sexual con penetración,24.0,20.0,-16.7,
    5.2.-Resto de delitos contra la libertad sexual,57.0,59.0,3.5,
    6. Robos con violencia e intimidación,138.0,128.0,-7.2,
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,631.0,504.0,-20.1,
    7.1.-Robos con fuerza en domicilios,346.0,308.0,-11.0,
    8. Hurtos,2280.0,2374.0,4.1,
    9. Sustracciones de vehículos,37.0,48.0,29.7,
    10. Tráfico de drogas,37.0,36.0,-2.7,
    11. Resto de criminalidad convencional,4603.0,4647.0,1.0,
    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),1909.0,2445.0,28.1,
    12.-Estafas informáticas,1612.0,2078.0,28.9,
    13.-Otros ciberdelitos,297.0,367.0,23.6,
    III. TOTAL INFRACCIONES PENALES,9836.0,10342.0,5.1,
15002 Ames,
    I. CRIMINALIDAD CONVENCIONAL,183.0,202.0,10.4,
    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0,
    2. Homicidios dolosos y asesinatos en grado tentativa,1.0,0.0,-100.0,
    3. Delitos graves y menos graves de lesiones y riña tumultuaria,2.0,3.0,50.0,
    4. Secuestro,0.0,0.0,0.0,
    5. Delitos contra la libertad sexual,3.0,7.0,133.3,
    5.1.-Agresión sexual con penetración,1.0,2.0,100.0,
    5.2.-Resto de delitos contra la libertad sexual,2.0,5.0,150.0,
    6. Robos con violencia e intimidación,3.0,2.0,-33.3,
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,11.0,12.0,9.1,
    7.1.-Robos con fuerza en domicilios,5.0,7.0,40.0,
    8. Hurtos,36.0,49.0,36.1,
    9. Sustracciones de vehículos,0.0,2.0,100.0,
    10. Tráfico de drogas,0.0,2.0,100.0,
    11. Resto de criminalidad convencional,127.0,125.0,-1.6,
    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),90.0,109.0,21.1,
    12.-Estafas informáticas,79.0,100.0,26.6,
    13.-Otros ciberdelitos,11.0,9.0,-18.2,
    III. TOTAL INFRACCIONES PENALES,273.0,311.0,13.9,
15005 Arteixo,
    I. CRIMINALIDAD CONVENCIONAL,267.0,249.0,-6.7,
    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0,
    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0,
    3. Delitos graves y menos graves de lesiones y riña tumultuaria,4.0,7.0,75.0,
    4. Secuestro,0.0,0.0,0.0,
    5. Delitos contra la libertad sexual,4.0,1.0,-75.0,
    5.1.-Agresión sexual con penetración,3.0,0.0,-100.0,
    5.2.-Resto de delitos contra la libertad sexual,1.0,1.0,0.0,
    6. Robos con violencia e intimidación,1.0,5.0,400.0,
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,21.0,18.0,-14.3,
    7.1.-Robos con fuerza en domicilios,12.0,10.0,-16.7,
    8. Hurtos,42.0,43.0,2.4,
    9. Sustracciones de vehículos,2.0,3.0,50.0,
    10. Tráfico de drogas,1.0,1.0,0.0,
    11. Resto de criminalidad convencional,192.0,171.0,-10.9,
    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),66.0,116.0,75.8,
    12.-Estafas informáticas,47.0,100.0,112.8,
    13.-Otros ciberdelitos,19.0,16.0,-15.8,
    III. TOTAL INFRACCIONES PENALES,333.0,365.0,9.6,
15017 Cambre,
    I. CRIMINALIDAD CONVENCIONAL,131.0,111.0,-15.3,
    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0,
    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0,
    3. Delitos graves y menos graves de lesiones y riña tumultuaria,1.0,0.0,-100.0,
    4. Secuestro,0.0,0.0,0.0,
    5. Delitos contra la libertad sexual,1.0,3.0,200.0,
    5.1.-Agresión sexual con penetración,0.0,0.0,0.0,
    5.2.-Resto de delitos contra la libertad sexual,1.0,3.0,200.0,
    6. Robos con violencia e intimidación,0.0,0.0,0.0,
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,18.0,5.0,-72.2,
    7.1.-Robos con fuerza en domicilios,12.0,3.0,-75.0,
    8. Hurtos,20.0,18.0,-10.0,
    9. Sustracciones de vehículos,0.0,1.0,100.0,
    10. Tráfico de drogas,0.0,0.0,0.0,
    11. Resto de criminalidad convencional,91.0,84.0,-7.7,
    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),41.0,58.0,41.5,
    12.-Estafas informáticas,33.0,51.0,54.5,
    13.-Otros ciberdelitos,8.0,7.0,-12.5,
    III. TOTAL INFRACCIONES PENALES,172.0,169.0,-1.7,
15019 Carballo,
    I. CRIMINALIDAD CONVENCIONAL,230.0,243.0,5.7,
    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0,
    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0,
    3. Delitos graves y menos graves de lesiones y riña tumultuaria,2.0,2.0,0.0,
    4. Secuestro,0.0,0.0,0.0,
    5. Delitos contra la libertad sexual,1.0,11.0,1000.0,
    5.1.-Agresión sexual con penetración,1.0,3.0,200.0,
    5.2.-Resto de delitos contra la libertad sexual,0.0,8.0,100.0,
    6. Robos con violencia e intimidación,2.0,1.0,-50.0,
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,24.0,39.0,62.5,
    7.1.-Robos con fuerza en domicilios,20.0,32.0,60.0,
    8. Hurtos,42.0,37.0,-11.9,
    9. Sustracciones de vehículos,3.0,0.0,-100.0,
    10. Tráfico de drogas,1.0,1.0,0.0,
    11. Resto de criminalidad convencional,155.0,152.0,-1.9,
    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),51.0,81.0,58.8,
    12.-Estafas informáticas,36.0,72.0,100.0,
    13.-Otros ciberdelitos,15.0,9.0,-40.0,
    III. TOTAL INFRACCIONES PENALES,281.0,324.0,15.3,
15030 Coruña (A),
    I. CRIMINALIDAD CONVENCIONAL,2450.0,2630.0,7.3,
    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0,
    2. Homicidios dolosos y asesinatos en grado tentativa,1.0,3.0,200.0,
    3. Delitos graves y menos graves de lesiones y riña tumultuaria,22.0,9.0,-59.1,
    4. Secuestro,0.0,0.0,0.0,
    5. Delitos contra la libertad sexual,18.0,19.0,5.6,
    5.1.-Agresión sexual con penetración,7.0,5.0,-28.6,
    5.2.-Resto de delitos contra la libertad sexual,11.0,14.0,27.3,
    6. Robos con violencia e intimidación,71.0,73.0,2.8,
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,137.0,88.0,-35.8,
    7.1.-Robos con fuerza en domicilios,46.0,36.0,-21.7,
    8. Hurtos,1094.0,1162.0,6.2,
    9. Sustracciones de vehículos,9.0,18.0,100.0,
    10. Tráfico de drogas,15.0,13.0,-13.3,
    11. Resto de criminalidad convencional,1083.0,1245.0,15.0,
    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),457.0,544.0,19.0,
    12.-Estafas informáticas,408.0,467.0,14.5,
    13.-Otros ciberdelitos,49.0,77.0,57.1,
    III. TOTAL INFRACCIONES PENALES,2907.0,3174.0,9.2,
15031 Culleredo,
    I. CRIMINALIDAD CONVENCIONAL,217.0,189.0,-12.9,
    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0,
    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0,
    3. Delitos graves y menos graves de lesiones y riña tumultuaria,2.0,4.0,100.0,
    4. Secuestro,0.0,0.0,0.0,
    5. Delitos contra la libertad sexual,1.0,0.0,-100.0,
    5.1.-Agresión sexual con penetración,0.0,0.0,0.0,
    5.2.-Resto de delitos contra la libertad sexual,1.0,0.0,-100.0,
    6. Robos con violencia e intimidación,3.0,1.0,-66.7,
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,13.0,17.0,30.8,
    7.1.-Robos con fuerza en domicilios,7.0,10.0,42.9,
    8. Hurtos,63.0,46.0,-27.0,
    9. Sustracciones de vehículos,3.0,2.0,-33.3,
    10. Tráfico de drogas,0.0,1.0,100.0,
    11. Resto de criminalidad convencional,132.0,118.0,-10.6,
    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),87.0,77.0,-11.5,
    12.-Estafas informáticas,66.0,67.0,1.5,
    13.-Otros ciberdelitos,21.0,10.0,-52.4,
    III. TOTAL INFRACCIONES PENALES,304.0,266.0,-12.5,
15036 Ferrol,
    I. CRIMINALIDAD CONVENCIONAL,603.0,601.0,-0.3,
    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0,
    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0,
    3. Delitos graves y menos graves de lesiones y riña tumultuaria,7.0,5.0,-28.6,
    4. Secuestro,0.0,0.0,0.0,
    5. Delitos contra la libertad sexual,8.0,5.0,-37.5,
    5.1.-Agresión sexual con penetración,4.0,2.0,-50.0,
    5.2.-Resto de delitos contra la libertad sexual,4.0,3.0,-25.0,
    6. Robos con violencia e intimidación,17.0,11.0,-35.3,
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,37.0,28.0,-24.3,
    7.1.-Robos con fuerza en domicilios,28.0,21.0,-25.0,
    8. Hurtos,154.0,164.0,6.5,
    9. Sustracciones de vehículos,1.0,2.0,100.0,
    10. Tráfico de drogas,4.0,4.0,0.0,
    11. Resto de criminalidad convencional,375.0,382.0,1.9,
    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),110.0,137.0,24.5,
    12.-Estafas informáticas,91.0,105.0,15.4,
    13.-Otros ciberdelitos,19.0,32.0,68.4,
    III. TOTAL INFRACCIONES PENALES,713.0,738.0,3.5,
15054 Narón,
    I. CRIMINALIDAD CONVENCIONAL,245.0,205.0,-16.3,
    1. Homicidios dolosos y asesinatos consumados,0.0,1.0,100.0,
    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0,
    3. Delitos graves y menos graves de lesiones y riña tumultuaria,3.0,1.0,-66.7,
    4. Secuestro,0.0,0.0,0.0,
    5. Delitos contra la libertad sexual,2.0,1.0,-50.0,
    5.1.-Agresión sexual con penetración,1.0,1.0,0.0,
    5.2.-Resto de delitos contra la libertad sexual,1.0,0.0,-100.0,
    6. Robos con violencia e intimidación,4.0,1.0,-75.0,
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,9.0,9.0,0.0,
    7.1.-Robos con fuerza en domicilios,5.0,4.0,-20.0,
    8. Hurtos,61.0,53.0,-13.1,
    9. Sustracciones de vehículos,0.0,0.0,0.0,
    10. Tráfico de drogas,1.0,1.0,0.0,
    11. Resto de criminalidad convencional,165.0,138.0,-16.4,
    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),57.0,51.0,-10.5,
    12.-Estafas informáticas,46.0,45.0,-2.2,
    13.-Otros ciberdelitos,11.0,6.0,-45.5,
    III. TOTAL INFRACCIONES PENALES,302.0,256.0,-15.2,
15058 Oleiros,
    I. CRIMINALIDAD CONVENCIONAL,238.0,198.0,-16.8,
    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0,
    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0,
    3. Delitos graves y menos graves de lesiones y riña tumultuaria,3.0,1.0,-66.7,
    4. Secuestro,0.0,0.0,0.0,
    5. Delitos contra la libertad sexual,4.0,2.0,-50.0,
    5.1.-Agresión sexual con penetración,1.0,2.0,100.0,
    5.2.-Resto de delitos contra la libertad sexual,3.0,0.0,-100.0,
    6. Robos con violencia e intimidación,4.0,1.0,-75.0,
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,23.0,15.0,-34.8,
    7.1.-Robos con fuerza en domicilios,16.0,10.0,-37.5,
    8. Hurtos,54.0,42.0,-22.2,
    9. Sustracciones de vehículos,1.0,3.0,200.0,
    10. Tráfico de drogas,2.0,1.0,-50.0,
    11. Resto de criminalidad convencional,147.0,133.0,-9.5,
    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),97.0,95.0,-2.1,
    12.-Estafas informáticas,84.0,84.0,0.0,
    13.-Otros ciberdelitos,13.0,11.0,-15.4,
    III. TOTAL INFRACCIONES PENALES,335.0,293.0,-12.5,
15073 Ribeira,
    I. CRIMINALIDAD CONVENCIONAL,225.0,247.0,9.8,
    1. Homicidios dolosos y asesinatos consumados,0.0,1.0,100.0,
    2. Homicidios dolosos y asesinatos en grado tentativa,1.0,0.0,-100.0,
    3. Delitos graves y menos graves de lesiones y riña tumultuaria,6.0,9.0,50.0,
    4. Secuestro,0.0,0.0,0.0,
    5. Delitos contra la libertad sexual,2.0,1.0,-50.0,
    5.1.-Agresión sexual con penetración,0.0,0.0,0.0,
    5.2.-Resto de delitos contra la libertad sexual,2.0,1.0,-50.0,
    6. Robos con violencia e intimidación,4.0,2.0,-50.0,
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,18.0,17.0,-5.6,
    7.1.-Robos con fuerza en domicilios,9.0,10.0,11.1,
    8. Hurtos,43.0,56.0,30.2,
    9. Sustracciones de vehículos,2.0,2.0,0.0,
    10. Tráfico de drogas,0.0,0.0,0.0,
    11. Resto de criminalidad convencional,149.0,159.0,6.7,
    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),47.0,71.0,51.1,
    12.-Estafas informáticas,42.0,67.0,59.5,
    13.-Otros ciberdelitos,5.0,4.0,-20.0,
    III. TOTAL INFRACCIONES PENALES,272.0,318.0,16.9,
15078 Santiago de Compostela,
    I. CRIMINALIDAD CONVENCIONAL,993.0,1030.0,3.7,
    1. Homicidios dolosos y asesinatos consumados,1.0,0.0,-100.0,
    2. Homicidios dolosos y asesinatos en grado tentativa,1.0,0.0,-100.0,
    3. Delitos graves y menos graves de lesiones y riña tumultuaria,9.0,9.0,0.0,
    4. Secuestro,0.0,0.0,0.0,
    5. Delitos contra la libertad sexual,10.0,7.0,-30.0,
    5.1.-Agresión sexual con penetración,1.0,2.0,100.0,
    5.2.-Resto de delitos contra la libertad sexual,9.0,5.0,-44.4,
    6. Robos con violencia e intimidación,9.0,16.0,77.8,
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,74.0,41.0,-44.6,
    7.1.-Robos con fuerza en domicilios,20.0,21.0,5.0,
    8. Hurtos,334.0,382.0,14.4,
    9. Sustracciones de vehículos,3.0,4.0,33.3,
    10. Tráfico de drogas,5.0,6.0,20.0,
    11. Resto de criminalidad convencional,547.0,565.0,3.3,
    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),167.0,220.0,31.7,
    12.-Estafas informáticas,131.0,179.0,36.6,
    13.-Otros ciberdelitos,36.0,41.0,13.9,
    III. TOTAL INFRACCIONES PENALES,1160.0,1250.0,7.8,
Provincia de LUGO,
    I. CRIMINALIDAD CONVENCIONAL,1736.0,1669.0,-3.9,
