precio;sub_descr;href;ubicacion;mt2;otros;latitude;longitude;habitaciones;banios;planta
940 €/mes;Piso en San Diego;/alquilar/piso-san_diego28018-36742060488_100500/;San Diego (Distrito Puente de Vallecas. Madrid Capital);55 m²;"¡Sin comisión de agencia!

Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 1ª planta de un edificio residenci...";40.383485;-3.6670818;3 habs.;1 baño;1ª planta
990 €/mes;Piso en San Andrés;/alquilar/piso-villaverde_san_andres28021-39238212133_100500/;San Andrés (Distrito Villaverde. Madrid Capital);79 m²;"¡Sin comisión de agencia!

Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 3ª planta de un edificio residenci...";40.3482112;-3.7070593;3 habs.;1 baño;3ª planta
845 €/mes;Piso en Los Rosales;/alquilar/piso-villaverde_los_rosales28021-39233002405_100500/;Los Rosales (Distrito Villaverde. Madrid Capital);60 m²;"¡Sin comisión de agencia!

Excelente vivienda de dos dormitorios y un baño. Se encuentra en la 2ª planta de un edificio residencia...";40.3494764;-3.6885551;2 habs.;1 baño;2ª planta
1.190 €/mes;Piso en Vicalvaro;/alquilar/piso-el_canaveral-39219074156_108900/;El Cañaveral (Distrito Vicálvaro. Madrid Capital);90 m²;Estupenda vivienda de obra nueva a estrenar distribuida en 2 habitaciones con armarios empotrados ( ambas muy amplias), amplio sal...;40.3970069;-3.5542602;2 habs.;2 baños;2ª planta
1.200 €/mes;Piso en calle del Oso;/alquilar/piso-cortes_huertas28012-881495866_517093/;Cortes-Huertas (Distrito Centro. Madrid Capital);53 m²;"Espectacular, reformado a estrenar,  amueblado y luminoso piso ubicado en el centro de madrid.

Consta de una habitación con armar...";40.4096852;-3.7047076;1 hab.;1 baño;2ª planta
1.190 €/mes;Piso en Arganzuela;/alquilar/piso-chopera28045-38336928122_108900/;Chopera (Distrito Arganzuela. Madrid Capital);77 m²;Piso de 77 m² reformado, distribuido en 3 habitaciones, baño completo, salón de 15m², cocina totalmente amueblada y equipada (elec...;40.3971858;-3.6992279;3 habs.;1 baño;1ª planta
1.475 €/mes;Piso en Paseo de la Alameda de Osuna;/alquilar/piso-alameda_de_osuna_barrio-39209725790_108900/;Alameda de Osuna (Distrito Barajas. Madrid Capital);92 m²;"Consigue ¡Hasta 1 mes gratis! Y disfruta este otoño en tu nuevo hogar

*es condición esencial permanecer en la vivienda al menos 1...";40.4562571;-3.5925201;2 habs.;;Bajo
990 €/mes;Estudio en calle de Santiago;/alquilar/estudio-centro_palacio28013-38384830891_108900/;Palacio (Distrito Centro. Madrid Capital);30 m²;Bonito estudio en alquiler junto a la calle mayor y a escasos metros de la plaza mayor. Amueblado, dispone de cómodo sofá-cama en ...;40.4164003;-3.7100905;;;
1.100 €/mes;Piso en Arganzuela;/alquilar/piso-chopera28045-39173593384_108900/;Chopera (Distrito Arganzuela. Madrid Capital);80 m²;Piso de 80m² reformado a estrenar distribuido en 3 habitaciones, cocina totalmente amueblada y equipada, baño completo con plato d...;40.3947881;-3.6961391;3 habs.;1 baño;6ª planta
1.550 €/mes;Piso en Retiro;/alquilar/piso-ibiza28009-38339748767_108900/;Ibiza (Distrito Retiro. Madrid Capital);70 m²;Estupendo piso exterior y muy luminoso de  70m² en alquiler, sin amueblar,  junto al parque del retiro.  Dispone de un bonito hall...;40.4206034;-3.679269;1 hab.;1 baño;9ª planta
1.490 €/mes;Piso en calle de Sancho Dávila;/alquilar/piso-fuente_del_berro28028-38340992049_525936/;Fuente del Berro (Distrito Salamanca. Madrid Capital);90 m²;"“jowner alquila exclusivo piso en fuente del berro”

Estupenda vivienda, de 90 m² totalmente exterior, distribuida en 2 amplios do...";40.4281501;-3.661924;2 habs.;1 baño;2ª planta
1.000 €/mes;Piso en Salamanca;/alquilar/piso-lista_barrio28006-38427434150_108900/;Lista (Distrito Salamanca. Madrid Capital);60 m²;Piso de 60m², 2 dormitorios, salón independiente, 1 baño, calefacción individual de gas natural, interior y sin amueblar. Gastos d...;40.4363251;-3.6778378;2 habs.;1 baño;1ª planta
1.795 €/mes;Piso en Chamartin;/alquilar/piso-chamartin_el_viso28002-37551512504_108900/;El Viso (Distrito Chamartín. Madrid Capital);90 m²;Vivienda de 90m², 3 dormitorios, amplio salón independiente, 2 baños (uno de ellos en suite), calefacción central individualizada,...;40.4413694;-3.6792575;3 habs.;2 baños;4ª planta
3.250 €/mes;Piso en Colina;/alquilar/piso-ciudad_lineal_colina28043-39243384460_100500/;Colina (Distrito Ciudad Lineal. Madrid Capital);196 m²;La inmobiliaria internacional cpm gestiona este estupendo y luminoso piso amueblado de 196 m², 3 habitaciones, situado en urbaniza...;40.4550204;-3.6590935;3 habs.;2 baños;3ª planta
1.650 €/mes;Piso en Madrid;/alquilar/piso-lucero28011-38371697903_108900/;Lucero (Distrito Latina. Madrid Capital);103 m²;Ziegel tiene el placer de presentar este maravilloso piso de 3 habitaciones que ofrece un estilo de vida excepcional en el corazón...;40.4082581;-3.7478948;3 habs.;2 baños;
2.500 €/mes;Piso en Castellana;/alquilar/piso-salamanca_castellana28006-31690037715_100500/;Castellana (Distrito Salamanca. Madrid Capital);101 m²;La inmobiliaria internacional cpm gestiona este magnífico y luminoso piso totalmente amueblado, de 101 m², 2 dormitorios y balcón,...;40.4374922;-3.6840514;2 habs.;2 baños;4ª planta
2.500 €/mes;Piso en Ciudad Universitaria;/alquilar/piso-ciudad_universitaria28035-39235728356_100500/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);228 m²;La inmobiliaria internacional cpm gestiona este amplio y luminoso piso de 228 m², 3 habitaciones, y terraza, situado en una urbani...;40.4690383;-3.735216;3 habs.;3 baños;3ª planta
1.350 €/mes;Piso en Moncloa-Aravaca;/alquilar/piso-valdezarza28039-39237492491_108900/;Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital);76 m²;Piso de 76?M², dispone de tres habitaciones (una de ellas puede utilizarse como estudio o vestidor), 1 amplio salón, 1 cocina equi...;40.4629185;-3.7188681;3 habs.;2 baños;6ª planta
820 €/mes;Piso en Valdeacederas;/alquilar/piso-valdeacederas28039-38370467566_100500/;Valdeacederas (Distrito Tetuán. Madrid Capital);45 m²;"Promoción: 1 mes de alquiler gratis. Y además, ¡Sin comisiones de agencia!

Excelente vivienda de dos dormitorios y un baño. Se en...";40.4655451;-3.7054051;2 habs.;1 baño;Bajo
800 €/mes;Estudio en Plaza del Campillo del Mundo Nuevo;/alquilar/estudio-centro_embajadores_lavapies28005-39262640380_525936/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);55 m²;"Jowner alquila exclusivo estudio en zona puerta de toledo / lavapiés (centro).

Precioso estudio amueblado y luminoso en una de la...";40.4068958;-3.708062;;1 baño;
860 €/mes;Piso en Los Rosales;/alquilar/piso-villaverde_los_rosales28021-38392146498_100500/;Los Rosales (Distrito Villaverde. Madrid Capital);50 m²;"¡Sin comisión de agencia!

Excelente vivienda de dos dormitorios y un baño. Se encuentra en la 1ª planta de un edificio residencia...";40.3476827;-3.6904548;2 habs.;1 baño;1ª planta
2.800 €/mes;Piso en Lista;/alquilar/piso-lista_barrio28006-37523582096_100500/;Lista (Distrito Salamanca. Madrid Capital);90 m²;La inmobiliaria internacional cpm gestiona este exclusivo y luminoso piso reformado y amueblado, de 90 m² y 2 habitaciones, próxim...;40.4313483;-3.6769242;2 habs.;2 baños;1ª planta
2.900 €/mes;Piso en calle del General Álvarez de Castro;/alquilar/piso-trafalgar28010-39177551372_525936/;Trafalgar (Distrito Chamberí. Madrid Capital);90 m²;"“jowner alquila fantástico piso en canal recién reformado a estrenar”

Espectacular piso de 90 m², excelente ubicación, distribuid...";40.4362927;-3.7023509;3 habs.;3 baños;Bajo
6.750 €/mes;Chalet en Chamartin;/alquilar/chalet-nueva_espana28036-37504778206_100500/;Nueva España (Distrito Chamartín. Madrid Capital);418 m²;"Impresionante casa de 4 plantas en el centro de madrid.
Parcela de 366m con jardín rodeando la casa.  
Zona de barbacoa y acceso a...";40.4641439;-3.6844052;7 habs.;8 baños;
5.300 €/mes;Piso en Almagro;/alquilar/piso-chamberi_almagro28046-39258777200_100500/;Almagro (Distrito Chamberí. Madrid Capital);178 m²;La inmobiliaria internacional cpm gestiona este magnífico y luminoso piso amueblado de 178 m² y 2 habitaciones, próximo al metro d...;40.4279515;-3.6905031;2 habs.;3 baños;5ª planta
840 €/mes;Piso en San Cristóbal;/alquilar/piso-villaverde_san_cristobal-38426639639_100500/;San Cristóbal (Distrito Villaverde. Madrid Capital);61 m²;"¡Sin comisión de agencia!

Excelente vivienda de dos dormitorios y un baño. Se encuentra en la 2ª planta de un edificio residencia...";40.3398584;-3.6879075;2 habs.;1 baño;2ª planta
1.100 €/mes;Piso en Tetuan;/alquilar/piso-valdeacederas28029-38408396860_108900/;Valdeacederas (Distrito Tetuán. Madrid Capital);78 m²;Estupendo piso exterior de 78 m² distribuidos en 3 dormitorios, cocina amueblada y equipada, salón-comedor y 1 baño con bañera y m...;40.469284;-3.7020801;3 habs.;1 baño;1ª planta
960 €/mes;Piso en Simancas;/alquilar/piso-san_blas_simancas28037-39218413064_100500/;Simancas (Distrito San Blas. Madrid Capital);51 m²;"¡Sin comisión de agencia!

Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 8ª planta de un edificio residenci...";40.4286601;-3.6286554;3 habs.;1 baño;8ª planta
2.500 €/mes;Piso en Hortaleza;/alquilar/piso-valdebebas_valdefuentes28055-39172676332_108900/;Valdebebas-Valdefuentes (Distrito Hortaleza. Madrid Capital);110 m²;Fantástica vivienda exterior de obra nueva a estrenar con zonas comunes. Dispone de 3 habitaciones, 1 de ellas tipo suite. Salón i...;40.4974795;-3.6205355;3 habs.;2 baños;7ª planta
3.000 €/mes;Ático en Nueva España;/alquilar/atico-nueva_espana28016-39245819490_100500/;Nueva España (Distrito Chamartín. Madrid Capital);112 m²;La inmobiliaria internacional cpm gestiona este magnífico y luminoso ático sin amueblar, de 112 m², 2 habitaciones y terraza, situ...;40.462376;-3.6736239;2 habs.;1 baño;
830 €/mes;Piso en Entrevías;/alquilar/piso-puente_de_vallecas_entrevias28053-26744798918_100500/;Entrevías (Distrito Puente de Vallecas. Madrid Capital);54 m²;"¡Sin comisión de agencia!

Excelente vivienda de dos dormitorios y un baño. Se encuentra en la 2ª planta de un edificio residencia...";40.3827762;-3.6724462;2 habs.;1 baño;2ª planta
1.500 €/mes;Piso en Hispanoamérica;/alquilar/piso-chamartin_hispanoamerica28016-38359170238_100500/;Hispanoamérica (Distrito Chamartín. Madrid Capital);54 m²;La inmobiliaria internacional cpm gestiona este estupendo y luminoso piso totalmente reformado, de 54 m² y 1 habitación hasta mes ...;40.4578987;-3.6799581;1 hab.;1 baño;1ª planta
1.300 €/mes;Dúplex en Valdeacederas;/alquilar/duplex-valdeacederas28029-35043743269_100500/;Valdeacederas (Distrito Tetuán. Madrid Capital);60 m²;"La inmobiliaria internacional cpm gestiona este magnífico y luminoso dúplex amueblado, 60 m² y 1 habitación; próximo al metro vald...";40.4674221;-3.7048776;1 hab.;1 baño;
795 €/mes;Piso en Tetuan;/alquilar/piso-valdeacederas28029-38366074280_108900/;Valdeacederas (Distrito Tetuán. Madrid Capital);40 m²;Estupendo piso reformado a estrenar de 40m². Se distribuye en 1 dormitorio, salón con cocina americana amueblada y equipada, suelo...;40.464901;-3.6950579;1 hab.;1 baño;
820 €/mes;Piso en San Blas;/alquilar/piso-arcos28037-39223832350_108900/;Arcos (Distrito San Blas. Madrid Capital);60 m²;Estupendo piso  reformado de 60m², distribuidos en 2 dormitorios, amplio salón comedor, cocina independiente totalmente amueblada ...;40.4253135;-3.6168352;2 habs.;1 baño;1ª planta
1.250 €/mes;Piso en Moncloa-Aravaca;/alquilar/piso-moncloa_aravaca_arguelles28008-38354704194_108900/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);60 m²;Apartamento de diseño de 60m². Dispone de un dormitorio con bañera, amplio salón-comedor con balcones a la calle, cocina totalment...;40.4211345;-3.7166207;1 hab.;1 baño;4ª planta
2.600 €/mes;Piso en Paseo de la Habana;/alquilar/piso-chamartin_hispanoamerica28036-37580946788_525936/;Hispanoamérica (Distrito Chamartín. Madrid Capital);165 m²;"“jowner alquila fantástico ático en paseo de la habana”

Espectacular ático de 165 m², construido en un concepto distinto de distr...";40.4527527;-3.6854917;4 habs.;3 baños;5ª planta
2.095 €/mes;Piso en calle J. Antonio Navarrete;/alquilar/piso-hortaleza_canillas28043-34230431587_108900/;Canillas (Distrito Hortaleza. Madrid Capital);137 m²;"Consigue ¡Hasta 2 meses gratis! Y disfruta este otoño en tu nuevo hogar
Estupenda vivienda de 3 dormitorios ¡Con 2 plazas de garaj...";40.4608724;-3.6455492;3 habs.;;5ª planta
960 €/mes;Piso en Hellín;/alquilar/piso-san_blas_hellin28037-29251844226_100500/;Hellín (Distrito San Blas. Madrid Capital);56 m²;"¡Sin comisión de agencia!

Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 2ª planta de un edificio residenci...";40.432981;-3.6159568;3 habs.;1 baño;2ª planta
850 €/mes;Piso en San Diego;/alquilar/piso-san_diego28018-39228347004_100500/;San Diego (Distrito Puente de Vallecas. Madrid Capital);56 m²;"¡Sin comisión de agencia!

Excelente vivienda de dos dormitorios y un baño. Se encuentra en la 3ª planta de un edificio residencia...";40.3832164;-3.6666994;2 habs.;1 baño;3ª planta
2.200 €/mes;Ático en Argüelles;/alquilar/atico-moncloa_aravaca_arguelles28008-35917892615_100500/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);46 m²;La inmobiliaria internacional cpm gestiona este magnífico ático amueblado de 46 m², 1 habitación y terraza, próximo al metro prínc...;40.4211481;-3.7161141;2 habs.;1 baño;
3.000 €/mes;Piso en Palos de Moguer;/alquilar/piso-palos_de_moguer28045-39251197470_100500/;Palos de Moguer (Distrito Arganzuela. Madrid Capital);200 m²;La inmobiliaria internacional cpm gestiona este estupendo y luminoso piso amueblado, de 200 m², 3 habitaciones y terraza, disponib...;40.405587;-3.6936391;3 habs.;2 baños;2ª planta
2.900 €/mes;Piso en calle del Alcalde Sáinz de Baranda;/alquilar/piso-recoletos28001-38356071458_525936/;Recoletos (Distrito Salamanca. Madrid Capital);160 m²;"“jowner alquila espectacular piso recién reformado a estrenar en pleno retiro. 

La vivienda se encuentra recién reformada en plen...";40.4166335;-3.6737867;4 habs.;4 baños;3ª planta
1.400 €/mes;Piso en calle de Fernández de los Ríos;/alquilar/piso-gaztambide28015-38418913847_100500/;Gaztambide (Distrito Chamberí. Madrid Capital);69 m²;"Disponibilidad inmediata!

Hermoso y luminoso piso en finca muy bien ubicada en la mejor zona de gaztambide en el barrio de chambe...";40.4354899;-3.7147682;3 habs.;1 baño;1ª planta
770 €/mes;Piso en Embajadores-Lavapiés;/alquilar/piso-centro_embajadores_lavapies28005-37514561219_100500/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);42 m²;"¡Sin comisión de agencia!

Excelente vivienda de dos dormitorios y un baño. Se encuentra en la 1ª planta de un edificio residencia...";40.4081562;-3.7051879;2 habs.;1 baño;1ª planta
1.030 €/mes;Piso en Avenida del Machupichu;/alquilar/piso-piovera28043-39233766628_108900/;Piovera (Distrito Hortaleza. Madrid Capital);44 m²;"Consigue ¡Hasta 1 mes gratis! Y disfruta este otoño en tu nuevo hogar

*es condición esencial permanecer en la vivienda al menos 1...";40.4607569;-3.6296071;1 hab.;;2ª planta
1.600 €/mes;Piso en Chamberi;/alquilar/piso-rios_rosas28003-39199886441_108900/;Ríos Rosas (Distrito Chamberí. Madrid Capital);66 m²;Estupendo piso de 66m² totalmente reformado y a estrenar con 2 dormitorios, cocina equipada conectada al salón y 1 cuarto de baño....;40.4395307;-3.6995881;2 habs.;1 baño;1ª planta
1.050 €/mes;Piso en Carabanchel;/alquilar/piso-opanel28019-38421511072_108900/;Opañel (Distrito Carabanchel. Madrid Capital);65 m²;"Vivienda de 65m². 
Compuesta por 2 amplias habitaciones con armarios empotrados, gran salón de paso, cocina amueblada y equipada c...";40.3872557;-3.732009;2 habs.;1 baño;1ª planta
750 €/mes;Piso en Tetuan;/alquilar/piso-bellas_vistas28039-38424002322_108900/;Bellas Vistas (Distrito Tetuán. Madrid Capital);40 m²;Piso en planta baja de 40 m², entrada por patio, dispone de una habitación, salón que también puede convertirse en habitación, coc...;40.4539459;-3.7073482;1 hab.;1 baño;
1.500 €/mes;Piso en Aravaca;/alquilar/piso-bellas_vistas28039-38411046375_102100/;Bellas Vistas (Distrito Tetuán. Madrid Capital);107 m²;Gilmar alquila excepcional piso en aravaca con una ubicación privilegiada, situado en la mejor zona comercial de aravaca.  La vivi...;40.4675386;-3.7081792;3 habs.;2 baños;
1.090 €/mes;Piso en Entrevías;/alquilar/piso-puente_de_vallecas_entrevias28053-38401759497_100500/;Entrevías (Distrito Puente de Vallecas. Madrid Capital);74 m²;"¡Sin comisión de agencia!

Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 6ª planta de un edificio residenci...";40.3796031;-3.6771882;3 habs.;1 baño;6ª planta
1.100 €/mes;Ático en Carabanchel;/alquilar/atico-puerta_bonita28025-39181732904_108900/;Puerta Bonita (Distrito Carabanchel. Madrid Capital);70 m²;Piso de 70m² del año 2006. Consta de dos habitaciones con armarios empotrados, amplio salón independiente, un baño completo con pl...;40.3776903;-3.7433516;2 habs.;1 baño;
1.000 €/mes;Piso en Numancia;/alquilar/piso-numancia28038-39190546707_100500/;Numancia (Distrito Puente de Vallecas. Madrid Capital);50 m²;"¡Sin comisión de agencia!

Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 2ª planta de un edificio residenci...";40.3973117;-3.6657441;3 habs.;1 baño;2ª planta
1.100 €/mes;Piso en Chamberi;/alquilar/piso-chamberi_arapiles28015-39259142171_108900/;Arapiles (Distrito Chamberí. Madrid Capital);45 m²;Descubre este encantador piso de 45m² en la calle joaquín maría lópez, madrid. Con dos habitaciones, es perfecto para parejas. La ...;40.4373904;-3.7098355;2 habs.;1 baño;6ª planta
