precio;sub_descr;href;ubicacion;mt2;otros;latitude;longitude;habitaciones;banios;planta
830.000 €;Piso en Al Lado de La calle María de Molina;/comprar/piso-salamanca_castellana28006-44202123780_109100/;Castellana (Distrito Salamanca. Madrid Capital);85 m²;Donpiso retiro vende piso situado en la prestigiosa calle lagasca.  Fachada exterior con dos elegantes balcones, este inmueble se ...;40.4371307;-3.68437;3 habs.;3 baños;1ª planta
1.580.000 €;Piso en El Encinar de los Reyes;/comprar/piso-valdebebas_valdefuentes28055-24243937754_102100/;Valdebebas-Valdefuentes (Distrito Hortaleza. Madrid Capital);204 m²;Gilmar consulting inmobiliaria moraleja 91 650 30 11 ofrece, este inigualable bajo con jardín, con el mayor alto estándar de calid...;40.5031364;-3.6365326;5 habs.;4 baños;
345.000 €;Piso en calle de Sánchez Preciado;/comprar/piso-valdezarza28039-45078942666_109300/;Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital);64 m²;"De rojas servicios inmobiliarios pone a su disposición inmueble en venta en el distrito de moncloa-aravaca.

La vivienda exterior ...";40.4583474;-3.7114223;1 hab.;1 baño;
336.000 €;Piso en Madrid;/comprar/piso-moncloa_aravaca_arguelles28008-43362659348_100500/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);58 m²;Premier hogar vende este fantastico piso en el distrito de argüelles, con una superficie de 58 metros cuadrados. Este acogedor hog...;40.4213034;-3.7177342;2 habs.;1 baño;1ª planta
1.850.000 €;Piso en Centro;/comprar/piso-justicia_chueca28004-42586036011_100500/;Justicia-Chueca (Distrito Centro. Madrid Capital);150 m²;Diza consultores les presenta piso en edificio clásico con balcones y techos muy altos, en una de las calles más representativas d...;40.4262148;-3.6955057;3 habs.;3 baños;1ª planta
159.000 €;Piso en Plaza de Los Pinazo;/comprar/piso-villaverde_san_cristobal-42539161758_527944/;San Cristóbal (Distrito Villaverde. Madrid Capital);119 m²;Contactar por mail!!!!Precio a consultar!!!! Conseguimos tu financiación!!!! Se vende piso en villaverde. La vivienda cuenta con 3...;40.3429437;-3.691839;3 habs.;1 baño;1ª planta
160.000 €;Piso en calle de Carolina Baeza;/comprar/piso-carabanchel_buenavista28044-45064714343_100500/;Buenavista (Distrito Carabanchel. Madrid Capital);55 m²;"Carabanchel alto, buena vista, junto al pau de carabanchel en calle carolina baeza.

Vivienda exterior reformada de dos amplios do...";40.3676571;-3.7612219;2 habs.;1 baño;4ª planta
1.360.000 €;Piso en Cortes;/comprar/piso-jeronimos28014-42583692027_102100/;Jerónimos (Distrito Retiro. Madrid Capital);167 m²;En el exclusivo barrio de cortes, en el corazón de madrid, se encuentra este impresionante apartamento de lujo. Con una ubicación ...;40.4174991;-3.6966272;2 habs.;2 baños;
135.000 €;Piso en calle de los Deportistas, 6;/comprar/piso-san_blas_amposta-31765683899_521355/;Amposta (Distrito San Blas. Madrid Capital);61 m²;"Magnifica vivienda con  3 dormitorios, 1 baño completo, salón de paso, cocina con acceso a terraza tendedero cerrada.
Calefacción...";40.4311;-3.61964;3 habs.;1 baño;2ª planta
219.000 €;Piso en calle de los Algodonales;/comprar/piso-berruguete28039-45046699185_100500/;Berruguete (Distrito Tetuán. Madrid Capital);51 m²;Grupo extra vende estupendo piso exterior con orientación sureste e interior con orientación noroeste, a 300 m de la calle bravo m...;40.4611456;-3.7025554;1 hab.;1 baño;2ª planta
2.850.000 €;Piso en Jeronimos;/comprar/piso-jeronimos28014-36755850480_100500/;Jerónimos (Distrito Retiro. Madrid Capital);238 m²;Bienvenidos a un mundo de encanto y posibilidades en jerónimos. Presentamos un piso luminoso en un edificio clásico con balcones, ...;40.4161988;-3.6913986;3 habs.;4 baños;3ª planta
202.860 €;Piso en calle de Menasalbas;/comprar/piso-villaverde_los_angeles28041-44211064899_107000/;Los Ángeles (Distrito Villaverde. Madrid Capital);97 m²;Os presentamos este piso ubicado en madrid. El inmueble se distribuye en una habitación, salón-comedor, cocina y un baño. Situado ...;40.3628908848952;-3.69611637162104;3 habs.;1 baño;
2.395.000 €;Piso en Recoletos;/comprar/piso-recoletos28001-41763207757_102100/;Recoletos (Distrito Salamanca. Madrid Capital);187 m²;En pleno barrio de recoletos, junto al retiro, edificio clásico, señorial, portal excelente, vivienda segregada de manera privada ...;40.4307674;-3.6884035;7 habs.;3 baños;
525.000 €;Piso en calle de Bolivia;/comprar/piso-chamartin_hispanoamerica28016-44209865388_100500/;Hispanoamérica (Distrito Chamartín. Madrid Capital);79 m²;Extra inmobiliaria vende vivienda exterior, para reformar, ubicada en la calle bolivia. El inmueble consta de hall de entrada, 2 d...;40.4567509;-3.6778819;2 habs.;1 baño;5ª planta
118.000 €;Piso en San Diego;/comprar/piso-san_diego28018-44239438914_100200/;San Diego (Distrito Puente de Vallecas. Madrid Capital);44 m²;"Excelente inmueble ubicado a tan solo pasos de la estación de renfe de asamblea de madrid - entrevías.
Ubicado en vizconde de arle...";40.3830216;-3.6668901;2 habs.;;2ª planta
1.339.000 €;Piso en calle Jorge Juan;/comprar/piso-goya28009-39257582356_100500/;Goya (Distrito Salamanca. Madrid Capital);158 m²;Fortuny real estate comercializa espectacular inmueble, un hogar con estilo, confort y elegancia, en una ubicación privilegiada, m...;40.4234616;-3.6754868;3 habs.;4 baños;1ª planta
249.000 €;Piso en calle de Galiana;/comprar/piso-puerta_del_angel-43382806836_100200/;Puerta del Ángel (Distrito Latina. Madrid Capital);71 m²;"Tecnocasa estudio paseo jesuitas s.l
Agencia inmobiliaria de madrid (zona puerta del angel)
Vende
 Estupendo piso septima planta c...";40.409329;-3.7332027;2 habs.;1 baño;7ª planta
2.250.000 €;Piso en Chueca;/comprar/piso-universidad_malasana28004-40892916729_102100/;Universidad-Malasaña (Distrito Centro. Madrid Capital);424 m²;Gilmar presenta una espectacular oficina disponible en pleno barrio de chueca, una ubicación única y vibrante. Este espacio exteri...;40.4280774;-3.7041591;7 habs.;3 baños;
205.000 €;Piso en calle de Francisco Iglesias, 55;/comprar/piso-numancia28038-4314248640_109700/;Numancia (Distrito Puente de Vallecas. Madrid Capital);60 m²;Var0000196805. Piso en un inmueble de obra nueva de 60  m² de superficie construida y situado en la zona de puente de vallecas, ac...;40.3984842;-3.6633719;1 hab.;1 baño;2ª planta
285.000 €;Piso en calle del Puerto del Rey, 23;/comprar/piso-numancia28038-4296517637_109700/;Numancia (Distrito Puente de Vallecas. Madrid Capital);63 m²;1 (pdr_01). Bj a.  Piso en un edificio de obra nueva de 63 m² de superficie construida y ubicado en la zona de vallecas, enclavado...;40.4042801;-3.6629324;2 habs.;2 baños;Bajo
4.500.000 €;Piso en Recoletos;/comprar/piso-goya28001-42515655177_102100/;Goya (Distrito Salamanca. Madrid Capital);415 m²;Espectacular vivienda en la calle de recoletos junto a la puerta de alcalá. 415 m² distribuido en 3 dormitorios dobles, 3 baños y ...;40.4195236;-3.6895196;4 habs.;4 baños;
285.000 €;Chalet en calle de Laviana;/comprar/chalet-san_blas_simancas28037-45019128950_100500/;Simancas (Distrito San Blas. Madrid Capital);69 m²;"Vohome propiedades simancas/julián camarillo vende casa de una sola planta con patio en simancas.

Esta vivienda se distribuye en:...";40.4297506;-3.6299727;3 habs.;1 baño;
4.750.000 €;Piso en Lista;/comprar/piso-chamartin_hispanoamerica28016-39202779042_102100/;Hispanoamérica (Distrito Chamartín. Madrid Capital);305 m²;Piso en lista de 305 m², 5 dormitorios, 4 baños, cocina, exterior, muy luminoso, orientación noreste y salón independiente  caract...;40.4498683;-3.7109623;5 habs.;4 baños;
215.000 €;Piso en calle de San Buenaventura;/comprar/piso-centro_palacio28005-42563937133_100500/;Palacio (Distrito Centro. Madrid Capital);33 m²;House madrid real estate vende vivienda de dos dormitorios con una ubicación privilegiada en el centro del madrid de los austrias....;40.4113113;-3.7146636;2 habs.;1 baño;1ª planta
545.000 €;Piso en calle de la Explanada;/comprar/piso-ciudad_universitaria28040-39252502147_100200/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);116 m²;"'tecnocasa guzmán el bueno (registros de agentes inmobiliarios; rain nº000792/23) 'protección de consumidores y usuarios' vende: 2...";40.4483798;-3.7118684;2 habs.;2 baños;
950.000 €;Piso en calle de Padilla;/comprar/piso-lista_barrio28006-39263379633_100500/;Lista (Distrito Salamanca. Madrid Capital);143 m²;Espectacular vivienda exterior de 143 m² aprox. En una tercera planta muy luminosa, consta de salón independiente de 45 m² aprox. ...;40.4311162;-3.6723277;3 habs.;2 baños;3ª planta
595.000 €;Piso en calle de la Costa Brava;/comprar/piso-mirasierra_arroyo_del_fresno28034-40038703060_100500/;Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital);124 m²;Si buscas una vivienda amplia, luminosa y a un precio inmejorable, en un barrio residencial de los auténtico de madrid ¡Acabas de ...;40.4968072;-3.712539;3 habs.;2 baños;1ª planta
245.000 €;Piso en Avenida del Doctor Federico Rubio y Galí;/comprar/piso-ciudad_universitaria28040-45035165063_520499/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);46 m²;Imagina poder vivir en tu propio piso en una de las zonas más bonitas de madrid, cerca de transporte público para poder moverte po...;40.456634;-3.7133062;2 habs.;1 baño;Bajo
178.000 €;Piso en calle del Real Betis, 11;/comprar/piso-puerta_bonita28025-4330496676_109700/;Puerta Bonita (Distrito Carabanchel. Madrid Capital);66 m²;Bloque a, 1º a, t2. Piso en un inmueble de obra nueva de 66 m² de superficie construida y situado en la zona de madrid, acomodado ...;40.3767936;-3.7428682;1 hab.;1 baño;1ª planta
135.000 €;Piso en calle de los Deportistas, 6;/comprar/piso-san_blas_amposta-31681609988_521355/;Amposta (Distrito San Blas. Madrid Capital);60 m²;"Vivienda exterior.  3 dormitorios, 1 baño completo, salón , cocina con acceso a terraza tendedero cerrada.
 Cocina amueblada sin e...";40.4311;-3.61964;3 habs.;1 baño;2ª planta
500.000 €;Piso en calle del Marqués de Ahumada, 5;/comprar/piso-guindalera28028-4508023932_109700/;Guindalera (Distrito Salamanca. Madrid Capital);48 m²;2º J. Piso en un inmueble de obra nueva de 48 m2 de superficie construida y situado en la zona de Madrid Capital, acomodado en planta 2. Está estructurado en 1 habitación y 1 baño completo. Aporta como extras ascensor,  garaje y trastero.;40,4364267;-3,6692407;1 hab.;1 baño;2ª planta
145.000 €;Piso en Abrantes;/comprar/piso-abrantes28025-45037192207_100200/;Abrantes (Distrito Carabanchel. Madrid Capital);67 m²;Agencia inmobiliaria de madrid zona abrantes - pan bendito oficina tecnocasa vende local comercial a escasos metros de vía lusitan...;40.3781732;-3.732442;3 habs.;1 baño;
117.000 €;Piso en calle del Castillo de Oropesa;/comprar/piso-san_blas_simancas28037-45062904377_520499/;Simancas (Distrito San Blas. Madrid Capital);44 m²;"Oportunidad!

100% financiación. Aportando inicialmente solo 12.000 € el piso es tuyo - madrid.

¿Estás tirando el dinero viviendo...";40.4279694;-3.6295834;2 habs.;1 baño;1ª planta
749.000 €;Piso en calle del Pinar;/comprar/piso-salamanca_castellana28006-45028549991_109300/;Castellana (Distrito Salamanca. Madrid Capital);68 m²;De rojas servicios inmobiliarios pone a su disposición en venta el inmueble ubicado en el exclusivo barrio de salamanca-castellana...;40.4368985;-3.6882644;2 habs.;2 baños;
595.000 €;Piso en calle del Alcalde Sáinz de Baranda;/comprar/piso-ibiza28009-40046373124_100500/;Ibiza (Distrito Retiro. Madrid Capital);76 m²;Magnífico piso con trastero y opcionales dos plazas de garaje con acceso directo. La vivienda es del 2019 y está reformada de lujo...;40.4171275;-3.6766606;1 hab.;1 baño;5ª planta
579.000 €;Ático en calle de Fuencarral;/comprar/atico-universidad_malasana28004-41687974227_101800/;Universidad-Malasaña (Distrito Centro. Madrid Capital);80 m²;"Encantador ático en el corazón de madrid

Descubre la esencia del lujo urbano en este encantador ático situado en la prestigiosa c...";40.423562458;-3.700612804;3 habs.;1 baño;
2.500.000 €;Piso en El Viso;/comprar/piso-chamartin_el_viso28002-42515595570_100500/;El Viso (Distrito Chamartín. Madrid Capital);463 m²;El viso inmobiliaria ofrece magnífico piso de 463 m²c, completamente exterior, muy luminoso con 4 orientaciones y 2 grandes terraz...;40.4500818;-3.6851815;5 habs.;5 baños;1ª planta
310.000 €;Piso en Embajadores-Lavapiés;/comprar/piso-centro_embajadores_lavapies28012-42578566402_100200/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);43 m²;"Agencia inmobiliaria de madrid zona huertas - las cortes - antón martín - reina sofía oficina tecnocasa

 ¡Vende en exclusiva! 2º ...";40.4104755;-3.7065806;1 hab.;1 baño;2ª planta
189.000 €;Piso en calle de Santa Julia, 46;/comprar/piso-san_diego28053-4323107874_109700/;San Diego (Distrito Puente de Vallecas. Madrid Capital);58 m²;Var0000196826. Piso en una finca de obra nueva de 58 m² de superficie construida y emplazado en la zona de puente de vallecas, pos...;40.3937854;-3.6666281;1 hab.;1 baño;2ª planta
789.000 €;Piso en Carrera San Jerónimo;/comprar/piso-cortes_huertas28012-41734568605_100500/;Cortes-Huertas (Distrito Centro. Madrid Capital);84 m²;¡No busques más! Tenemos el piso que estás buscando en una ubicación privilegiada en pleno centro de madrid. Este inmueble recién ...;40.4165175;-3.6979603;2 habs.;2 baños;4ª planta
229.000 €;Piso en calle del Doctor Maríani;/comprar/piso-berruguete28039-29233473481_100500/;Berruguete (Distrito Tetuán. Madrid Capital);47 m²;Oportunidad precioso apartamento exterior reformado y completamente amueblado y equipado a estrenar con excelentes calidades, con ...;40.4575617;-3.7022549;1 hab.;1 baño;Bajo
890.000 €;Piso en Justicia-Chueca;/comprar/piso-justicia_chueca28004-39211280144_521500/;Justicia-Chueca (Distrito Centro. Madrid Capital);160 m²;"Magnifico piso en barrio justicia chueca!!
El barrio de justicia ofrece una amplia gama de  mercados, restaurantes, boutiques y ba...";40.4204172;-3.6989317;4 habs.;2 baños;3ª planta
919.000 €;Piso en calle de la Montera;/comprar/piso-sol_barrio28013-39176495105_100500/;Sol (Distrito Centro. Madrid Capital);96 m²;"Fortuny real real estate comercializa excelente inmueble interior de 96 m² en la 3ª planta de un edificio con ascensor.

Luminosa ...";40.4181687;-3.7026445;3 habs.;3 baños;3ª planta
985.000 €;Piso en Goya;/comprar/piso-goya28009-45028279396_108900/;Goya (Distrito Salamanca. Madrid Capital);140 m²;Homes by gestilar vende esta exclusiva vivienda exterior con terraza en reforma de 140m² de superficie en el barrio de goya, madri...;40.4248443;-3.670761;3 habs.;3 baños;4ª planta
550.000 €;Piso en Peñagrande;/comprar/piso-penagrande28035-45086619346_100500/;Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital);108 m²;"Atención! Piso totalmente exterior con espectaculares vistas en pleno corazón madrid. 
Mejor verlo! La finca cuenta en su interior...";40.4826604;-3.7290245;3 habs.;2 baños;4ª planta
839.000 €;Piso en calle de San Bernardo;/comprar/piso-universidad_malasana28015-35099289625_100500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);116 m²;Fortuny real estate ofrece en venta inmueble actualmente en proyecto de reforma, con fecha estimada de finalización finales de ene...;40.4238362;-3.7075786;3 habs.;3 baños;2ª planta
270.500 €;Piso en calle del Puerto del Rey, 23;/comprar/piso-numancia28038-4267255503_109700/;Numancia (Distrito Puente de Vallecas. Madrid Capital);61 m²;2 (pdr_02). Bj b.  Piso en un edificio de obra nueva de 61 m² de superficie construida y ubicado en la zona de vallecas, enclavado...;40.4042801;-3.6629324;2 habs.;2 baños;Bajo
155.000 €;Piso en Area Metropolitana;/comprar/piso-puerta_bonita28025-44243037891_108700/;Puerta Bonita (Distrito Carabanchel. Madrid Capital);60 m²;"Encantador piso de 3 habitaciones con amplia terraza en puerta bonita, carabanchel.

Bienvenido a tu nuevo hogar en el barrio de p...";40.3852662;-3.7301451;3 habs.;1 baño;
1.620.000 €;Ático en calle de José Ortega y Gasset;/comprar/atico-lista_barrio28006-44261629712_101800/;Lista (Distrito Salamanca. Madrid Capital);115 m²;"Sky real estate pone en venta ático, descubre este exclusivo piso en barrio salamanca.

En sky real estate, estamos emocionados de...";40.429663;-3.6743532;2 habs.;2 baños;
195.000 €;Piso en calle de Alfredo Castro Camba;/comprar/piso-san_diego28053-39223865554_101800/;San Diego (Distrito Puente de Vallecas. Madrid Capital);153 m²;Oca servicios inmobiliarios les ofrece este estupendo piso, de 153 m², totalmente reformado, con gran amplitud e iluminación en la...;40.3869745;-3.6687453;3 habs.;3 baños;Entresuelo
495.000 €;Piso en calle de San Romualdo;/comprar/piso-san_blas_simancas28037-45066851841_100500/;Simancas (Distrito San Blas. Madrid Capital);108 m²;"Vohome propiedades salvador/julián camarillo/simancas vende en exclusiva:

Amplio piso de 108m². Actualmente dispone de 3 dormitor...";40.4357614;-3.6201077;4 habs.;;2ª planta
