precio;sub_descr;href;ubicacion;banios;mt2;planta;otros;latitude;longitude;habitaciones
1.750 €/mes;Piso en Chamartin;/alquilar/piso-chamartin_hispanoamerica28016-40899301433_101800/;Hispanoamérica (Distrito Chamartín. Madrid Capital);1 baño;85 m²;;Engel & völkers presenta este bajo en alquiler de 80m² construidos, exterior con vista al jardín de la comunidad en una de las mej...;40.4577747;-3.6723429;2 habs.
2.200 €/mes;Piso en Arganzuela-Madrid Río;/alquilar/piso-acacias28005-41667349759_101800/;Acacias (Distrito Arganzuela. Madrid Capital);2 baños;100 m²;;Engel & völkers tiene el orgullo de presentar este magnifico piso de obra nueva a estrenar. El diseño interior se ha cuidado al má...;40.4016647;-3.7120121;2 habs.
1.500 €/mes;Piso en Arganzuela;/alquilar/piso-palos_de_moguer28045-41679554539_108900/;Palos de Moguer (Distrito Arganzuela. Madrid Capital);1 baño;83 m²;4ª planta;Espectacular piso de 83 m² distribuido en 3 habitaciones, cocina totalmente amueblada equipada, baño reformado con plato de ducha,...;40.4011514;-3.6975304;3 habs.
1.500 €/mes;Ático en Arganzuela;/alquilar/atico-acacias28005-40860600342_108900/;Acacias (Distrito Arganzuela. Madrid Capital);1 baño;85 m²;;"Precioso ático con inmejorables vistas, y terraza de 40 metros.  
La vivienda cuenta con 1 dormitorio, 1 cuarto de baño, cocina to...";40.4039342;-3.7057002;1 hab.
1.590 €/mes;Piso en Centro;/alquilar/piso-cortes_huertas28014-41718132430_108900/;Cortes-Huertas (Distrito Centro. Madrid Capital);1 baño;120 m²;4ª planta;Estupenda vivienda reformada de 113m² útiles distribuida en 3 habitaciones, amplio salón-comedor, cocina amueblada y equipada con ...;40.4149105;-3.69832;3 habs.
6.900 €/mes;Piso en Salamanca;/alquilar/piso-recoletos28001-39201528358_101800/;Recoletos (Distrito Salamanca. Madrid Capital);4 baños;294 m²;;Engel & völkers presenta esta exclusiva propiedad que le permitirá disfrutar de estancias amplias y luminosas. Enclavada en una qu...;40.4259839;-3.6851792;3 habs.
1.750 €/mes;Piso en Arganzuela-Madrid Río;/alquilar/piso-imperial28005-40925107008_101800/;Imperial (Distrito Arganzuela. Madrid Capital);1 baño;58 m²;1ª planta;Engel & völkers presenta este piso con hermosa vista al parque lineal de madrid rio en donde se pueden disfrutar los mas bellos at...;40.403535037;-3.720275453;1 hab.
2.000 €/mes;Piso en Centro;/alquilar/piso-centro_embajadores_lavapies28012-41703678730_101800/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);2 baños;90 m²;;Engel & völkers presenta este piso amueblado que mezcla lo tradicional con lo moderno y práctico. El acceso al piso se hace por un...;40.4089506;-3.6990586;2 habs.
1.300 €/mes;Apartamento en Salamanca;/alquilar/apartamento-guindalera28028-41667792767_101800/;Guindalera (Distrito Salamanca. Madrid Capital);1 baño;36 m²;;Engel & völkers se complace en presentar este luminoso y encantador apartamento amueblado de 36 m², reformado y a estrenar, situad...;40.430882;-3.6643409;1 hab.
12.000 €/mes;Chalet en calle Venta Vieja;/alquilar/chalet-moncloa_aravaca_el_plantio-37590496888_101800/;El Plantío (Distrito Moncloa-Aravaca. Madrid Capital);9 baños;1.203 m²;;"Engel&völker presenta esta villa en alquiler, una de las casas de casa quemada con el estilo más solemne y palaciego.

Se trata de...";40.4762192;-3.8307655;7 habs.
1.900 €/mes;Piso en Trafalgar;/alquilar/piso-trafalgar28010-41671507215_100500/;Trafalgar (Distrito Chamberí. Madrid Capital);1 baño;75 m²;3ª planta;La inmobiliaria internacional cpm gestiona este magnífico y luminoso piso amueblado, de 75 m² y 1 habitación, próximo al metro alo...;40.4307931;-3.6988116;1 hab.
1.895 €/mes;Piso en calle J. Antonio Navarrete;/alquilar/piso-piovera28043-41759309480_108900/;Piovera (Distrito Hortaleza. Madrid Capital);;107 m²;2ª planta;"Este mes siente el flechazo con hasta 1 mes gratis en tu nueva renta

*es condición esencial permanecer en la vivienda al menos 12...";40.4544469;-3.6370263;3 habs.
1.550 €/mes;Piso en Hortaleza;/alquilar/piso-pinar_del_rey28033-41743658847_108900/;Pinar del Rey (Distrito Hortaleza. Madrid Capital);2 baños;120 m²;4ª planta;Estupenda vivienda reformada de 120 m², primeras calidades. Dispone de 3 amplias habitaciones, salón independiente con acceso a te...;40.4711323;-3.6372375;3 habs.
1.250 €/mes;Piso en Fuencarral;/alquilar/piso-pilar28034-41760969944_108900/;Pilar (Distrito Fuencarral-El Pardo. Madrid Capital);2 baños;100 m²;12ª planta;Piso sin amueblar de 100 m² con 3 dormitorios y 2 baños. La renta incluye gastos de comunidad y tiene derecho de uso de 2 plazas d...;40.4844021;-3.7105004;3 habs.
1.450 €/mes;Piso en Hortaleza;/alquilar/piso-hortaleza_canillas28043-41738916202_108900/;Canillas (Distrito Hortaleza. Madrid Capital);2 baños;120 m²;8ª planta;Estupendo piso de 120m², distribuidos en: hall de entrada, cocina amueblada y equipada con terraza tendedero, amplio salón-comedor...;40.467086822;-3.636750529;4 habs.
1.250 €/mes;Piso en Arganzuela;/alquilar/piso-palos_de_moguer28045-40091323565_108900/;Palos de Moguer (Distrito Arganzuela. Madrid Capital);1 baño;40 m²;;Piso en alquiler en una ubicación inmejorable, a tan solo 3 minutos andando de la estación de atocha. Este acogedor apartamento de...;40.3931679;-3.6945979;1 hab.
4.500 €/mes;Ático en Chamberí;/alquilar/atico-chamberi_almagro28010-40834819073_108900/;Almagro (Distrito Chamberí. Madrid Capital);2 baños;120 m²;;Te presentamos esta exclusiva oportunidad en el corazón de la ciudad. Este espectacular ático de 3 habitaciones y 1 baño ha sido t...;40.4369144;-3.6911516;3 habs.
3.200 €/mes;Casa adosada en calle Lavanda;/alquilar/casa_adosada-valdebebas_valdefuentes28055-38410125410_101800/;Valdebebas-Valdefuentes (Distrito Hortaleza. Madrid Capital);4 baños;300 m²;;Oportunidad!!! Precioso chalet, recién reformado y pintado a nuevo en el barrio de valdebebas. Zona de casas tranquila, muy reside...;40.4810446;-3.6302937;5 habs.
1.300 €/mes;Estudio en Chamartin;/alquilar/estudio-nueva_espana28036-41684730989_108900/;Nueva España (Distrito Chamartín. Madrid Capital);1 baño;41 m²;;"Disponible ya! 
Edificio con portero 24 horas! 
 

Housingo se enorgullece en presentar ante ustedes este irresistible apartamento...";40.4598314;-3.6882165;1 hab.
2.500 €/mes;Piso en Puerta del Ángel;/alquilar/piso-puerta_del_angel-40864711810_100500/;Puerta del Ángel (Distrito Latina. Madrid Capital);2 baños;109 m²;;La inmobiliaria internacional cpm gestiona este amplio y luminoso piso sin amueblar, de 109 m², 4 habitaciones, próximo a la estac...;40.4109434;-3.7234616;4 habs.
1.400 €/mes;Piso en Centro;/alquilar/piso-centro_palacio28005-40009054875_108900/;Palacio (Distrito Centro. Madrid Capital);1 baño;63 m²;;"Increíble inmueble esquinero en el centro de madrid con cuatro balcones exteriores e increíbles vistas.
El contrato de arrendamien...";40.4139552;-3.7087035;1 hab.
1.290 €/mes;Piso en Retiro;/alquilar/piso-adelfas28007-41668485946_108900/;Adelfas (Distrito Retiro. Madrid Capital);2 baños;70 m²;4ª planta;Vivienda de 70 m² distribuida en 3 habitaciones con armarios empotrados,  amplio salón-comedor, cocina amueblada y equipada y 1 ba...;40.3994795;-3.6698621;3 habs.
1.800 €/mes;Piso en Retiro;/alquilar/piso-retiro_estrella28007-40061500406_101800/;Estrella (Distrito Retiro. Madrid Capital);2 baños;95 m²;;"Engel & völkers presenta este estupendo piso de alquiler situado en un zona residencial en el distrito de estrella, retiro.
El pis...";40.4107272;-3.6646104;3 habs.
1.750 €/mes;Estudio en Universidad-Malasaña;/alquilar/estudio-universidad_malasana28004-41691317296_100500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);1 baño;40 m²;;"La inmobiliaria internacional cpm gestiona este magnífico y luminoso estudio amueblado, de 40 m²; próximo al metro noviciado, que ...";40.4250551;-3.7029908;
900 €/mes;Piso en San Cristóbal;/alquilar/piso-villaverde_san_cristobal-41738112179_100500/;San Cristóbal (Distrito Villaverde. Madrid Capital);1 baño;60 m²;3ª planta;"¡Alta de suministros gratis!

Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 3ª planta de un edificio reside...";40.3401679;-3.6879915;3 habs.
2.600 €/mes;Piso en Chamberi;/alquilar/piso-chamberi_almagro28010-40871340292_101800/;Almagro (Distrito Chamberí. Madrid Capital);2 baños;89 m²;1ª planta;"Engel & völkers le presenta esta cómoda vivienda, reformada, amueblada y equipada en el corazón de barrio chamberí.
Es un piso int...";40.43535;-3.6963594;2 habs.
3.800 €/mes;Piso en calle Corredera Baja de San Pablo;/alquilar/piso-universidad_malasana28004-38411800010_101800/;Universidad-Malasaña (Distrito Centro. Madrid Capital);2 baños;140 m²;1ª planta;Engel & völkers presenta este piso de lujo en alquiler en un edificio histórico, situado en el corazón de madrid, en el distrito c...;40.423123;-3.7030746;2 habs.
9.000 €/mes;Chalet en Conde Orgaz;/alquilar/chalet-piovera28043-15091421027_102100/;Piovera (Distrito Hortaleza. Madrid Capital);6 baños;1.000 m²;;Gilmar consulting inmobiliario alquila magnifico chalet independiente con 1500 m² de parcela y 3 plantas, en pleno corazón de parq...;40.4615086;-3.6370254;7 habs.
1.400 €/mes;Piso en Tetuan;/alquilar/piso-castillejos28020-40896417967_108900/;Castillejos (Distrito Tetuán. Madrid Capital);2 baños;100 m²;1ª planta;Estupendo piso de 100m² recién pintado y acuchillado con 4 dormitorios, 1 baño, 1 aseo, amplio salón con salida a terraza de 12m y...;40.4578767;-3.6995459;4 habs.
2.500 €/mes;Piso en calle de Carmen Sánchez Carrascosa, 5;/alquilar/piso-castilla28046-40868331447_100500/;Castilla (Distrito Chamartín. Madrid Capital);2 baños;202 m²;2ª planta;Disfruta de vivir en una de las más emblemáticas y mejores zonas de madrid, la zona de chamartín, en este precioso y luminoso piso...;40.4691;-3.68756;4 habs.
630 €/mes;Estudio en Puerta Bonita;/alquilar/estudio-puerta_bonita28019-40917674554_516598/;Puerta Bonita (Distrito Carabanchel. Madrid Capital);1 baño;26 m²;;Estudio amueblado y equipado con electrodomésticos, comunicado con metro y autobuses, para marzo. Alquiler 630 €, necesario demost...;40.3941783;-3.7246003;
1.275 €/mes;Piso en Avenida de Córdoba;/alquilar/piso-almendrales28026-35856389882_108900/;Almendrales (Distrito Usera. Madrid Capital);;55 m²;10ª planta;"Este mes siente el flechazo con hasta 1 mes gratis en tu nueva renta
Estupendo ático de 1 dormitorio con terraza. Y además, ¡Con g...";40.386204;-3.698352;1 hab.
8.000 €/mes;Piso en Retiro;/alquilar/piso-jeronimos28014-41670008710_101800/;Jerónimos (Distrito Retiro. Madrid Capital);4 baños;360 m²;;Engel&voelkers presenta en alquiler espectacular piso de lujo en el barrio de jerónimo - retiro hermosa terraza con vistas privile...;40.4125986;-3.690091;5 habs.
2.500 €/mes;Piso en Almagro;/alquilar/piso-chamberi_almagro28010-40854852150_100500/;Almagro (Distrito Chamberí. Madrid Capital);2 baños;96 m²;5ª planta;La inmobiliaria internacional cpm gestiona este magnífico y luminoso piso amueblado, de 96 m² y 3 dormitorios, acepta estudiantes ...;40.4321341;-3.6973111;3 habs.
1.445 €/mes;Piso en calle de Francisco Remiro;/alquilar/piso-guindalera28028-41755895216_108900/;Guindalera (Distrito Salamanca. Madrid Capital);;74 m²;3ª planta;"Este mes siente el flechazo con hasta 1 mes gratis en tu nueva renta

*es condición esencial permanecer en la vivienda al menos 12...";40.4377631;-3.6693039;1 hab.
3.950 €/mes;Piso en Salamanca;/alquilar/piso-goya28001-41696939546_101800/;Goya (Distrito Salamanca. Madrid Capital);2 baños;160 m²;1ª planta;Engel & völkers presenta para alquilar este reformado piso, siendo una estupenda elección por su relación calidad-ubicación-precio...;40.4272346;-3.6761331;3 habs.
3.200 €/mes;Piso en Centro;/alquilar/piso-centro_palacio28005-40054177237_101800/;Palacio (Distrito Centro. Madrid Capital);2 baños;133 m²;;Engel & völkers ofrece este espectacular piso de diseño exclusivo en pleno barrio de palacio. Está situado en una tercera planta s...;40.4134231;-3.7082067;3 habs.
1.500 €/mes;Apartamento en calle Aguarón;/alquilar/apartamento-valdemarin-40070818343_101800/;Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital);1 baño;50 m²;;Engel & völkers presenta en alquiler este espectacular apartamento, loft con exquisita reforma a estrenar. La vivienda cuenta con ...;40.4655364;-3.7928264;1 hab.
2.000 €/mes;Ático en Fuente del Berro;/alquilar/atico-fuente_del_berro28028-39183906531_108900/;Fuente del Berro (Distrito Salamanca. Madrid Capital);2 baños;104 m²;;Altor asesores pone a la venta en exclusiva este luminoso inmueble dúplex situado en la mejor ubicación del paseo marques de zafra...;40.4261259;-3.6651876;3 habs.
2.200 €/mes;Piso en Centro;/alquilar/piso-justicia_chueca28004-38384135211_101800/;Justicia-Chueca (Distrito Centro. Madrid Capital);1 baño;57 m²;;Engel & völkers presenta esta promoción de viviendas de  obra nueva en justicia. Una finca con el carácter clásico y señorial de l...;40.4245706;-3.6979957;1 hab.
7.000 €/mes;Piso en Chamartin;/alquilar/piso-nueva_espana28016-38409180214_101800/;Nueva España (Distrito Chamartín. Madrid Capital);4 baños;335 m²;5ª planta;Situado en una de las urbanizaciones más prestigiosas de nueva españa, engel & völkers tiene el placer de presentar este estupendo...;40.462810502;-3.674464957;4 habs.
1.300 €/mes;Piso en Carabanchel;/alquilar/piso-opanel28019-41730159303_108900/;Opañel (Distrito Carabanchel. Madrid Capital);2 baños;120 m²;5ª planta;Vivienda reformada de 120m² con 3 amplias habitaciones, gran salón independiente muy luminoso, cocina equipada con acceso a comedo...;40.386017161;-3.72615719;3 habs.
4.500 €/mes;Piso en Salamanca;/alquilar/piso-recoletos28001-40095225057_108900/;Recoletos (Distrito Salamanca. Madrid Capital);4 baños;222 m²;2ª planta;Vivienda de nueva construcción de 222 m² en la calle lagasca 37 segundo piso en el corazón del barrio de salamanca. Entre la calle...;40.4269232;-3.6850659;4 habs.
1.500 €/mes;Piso en Chamartin;/alquilar/piso-chamartin_hispanoamerica28016-41695803852_101800/;Hispanoamérica (Distrito Chamartín. Madrid Capital);1 baño;47 m²;;Bienvenido a este acogedor piso amoblado con excelentes acabados, listo para entrar. Este encantador apartamento, de dos habitacio...;40.4524529;-3.674788;2 habs.
1.350 €/mes;Apartamento en Arganzuela-Madrid Río;/alquilar/apartamento-puerta_del_angel-40060397366_101800/;Puerta del Ángel (Distrito Latina. Madrid Capital);1 baño;79 m²;1ª planta;Engel & völkers presenta para alquiler un piso exterior en una 1ª planta con 2 dormitorios (1 doble, el 2º individual) y 1 baño (c...;40.4108086;-3.7366499;2 habs.
1.850 €/mes;Piso en Berruguete;/alquilar/piso-berruguete28039-41748974535_100500/;Berruguete (Distrito Tetuán. Madrid Capital);1 baño;53 m²;;La inmobiliaria internacional cpm gestiona este estupendo y luminoso piso totalmente reformado y amueblado, de 53 m² y 2 habitacio...;40.4597654;-3.6995755;2 habs.
4.000 €/mes;Piso en Embajadores-Lavapiés;/alquilar/piso-centro_embajadores_lavapies28012-41693152890_100500/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);2 baños;100 m²;2ª planta;"La inmobiliaria internacional cpm gestiona este lujoso piso, reformado y amueblado, de 100 m² 2 habitaciones y balcón; próximo al ...";40.4131678;-3.7010838;2 habs.
1.800 €/mes;Apartamento en Centro;/alquilar/apartamento-justicia_chueca28004-41734471898_101800/;Justicia-Chueca (Distrito Centro. Madrid Capital);1 baño;38 m²;3ª planta;Ideal para estudiantes de máster o trabajadores por proyecto. Engel & völkers presenta este hermoso piso totalmente amueblado, con...;40.4230942;-3.7005085;1 hab.
1.490 €/mes;Piso en Salamanca;/alquilar/piso-goya28009-40871037729_108900/;Goya (Distrito Salamanca. Madrid Capital);1 baño;90 m²;5ª planta;Vivienda recién pintada de 90m² distribuida en amplio recibidor, 3 habitaciones, salón-comedor, 1 baño con plato de ducha y cocina...;40.4268149;-3.6717761;3 habs.
4.800 €/mes;Dúplex en Universidad-Malasaña;/alquilar/duplex-universidad_malasana28004-40870191062_100500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);3 baños;220 m²;4ª planta;La inmobiliaria internacional cpm gestiona esta exclusivo y luminoso ático triplex amueblado construido con materiales de calidad ...;40.4213156;-3.7013282;2 habs.
4.900 €/mes;Casa pareada en Chamartin;/alquilar/casa_pareada-nueva_espana28036-39194648331_101800/;Nueva España (Distrito Chamartín. Madrid Capital);4 baños;232 m²;;Casa pareada, distribuida en 4 plantas. Superficie construida 232 m² con amplio jardín, situada en una de las mejores zonas de nue...;40.4647708;-3.6844882;6 habs.
6.900 €/mes;Piso en Centro;/alquilar/piso-justicia_chueca28004-40919169554_101800/;Justicia-Chueca (Distrito Centro. Madrid Capital);5 baños;250 m²;;Engel & völkers presenta esta espectacular vivienda de 250 m², completamente amueblada con exquisito proyecto de interiorismo en e...;40.4247505;-3.6954213;4 habs.
